name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price,menu
Trang Trí - Hoa Quả Dầm & Bánh Crepe Sầu Riêng,10000 - 50000,5.7,Ăn vặt/vỉa hè,"46 Hàng Gai, P. Hàng Gai, Quận Hoàn Kiếm, Hà Nội",7,Ăn vặt - Ăn nhẹ, 10:00 - 21:30,0,0,0,ăn vặt ăn nhẹ nan,10000,50000,30000.0,nan
Bún Chả Liên Anh,30000 - 50000,7.3,Quán ăn,"148 Ngọc Khánh, P. Giàng Võ, Quận Ba Đình, Hà Nội",3,"Bún, Thịt Heo, Món nước, Ăn vặt - Ăn nhẹ, Nem", 08:00 - 21:00,0,0,0,bún thịt heo món nước ăn vặt ăn nhẹ nem bún thịt heo món nước ăn vặt ăn nhẹ nem bún chảnem cua bểbún nem cua bểnem cua upepsitwisternước khoáng,30000,50000,40000.0,bún thịt heo món nước ăn vặt ăn nhẹ nem bún chảnem cua bểbún nem cua bểnem cua uPepsitwisternước khoáng
The Alley - Trà Sữa Đài Loan - Khúc Thừa Dụ,41000 - 70000,6.5,Café/Dessert,"23 Khúc Thừa Dụ, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",13,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 08:00 - 23:00,1,0,1,trà sinh tố nước ép thức uống trà sữa sữa trà sinh tố nước ép thức uống trà sữa sữa sữa tươi kem trứng trân châu đường đen msữa tươi trân châu đường đenmatcha trân châu đường đenlate trân châu đường đen lcacao trân châu đường đensữa chua trân châu đường đensữa chua nếp than trân châu đường đensữa chua tự chọnsữa chua matcha trân châu đường đensữa chua matcha nếp than trân châu đường đen,41000,70000,55500.0,trà sinh tố nước ép thức uống trà sữa sữa sữa tươi kem trứng trân châu đường đen msữa tươi trân châu đường đenmatcha trân châu đường đenlaTe trân châu đường đen lcacao trân châu đường đensữa chua trân châu đường đensữa chua nếp than trân châu đường đensữa chua tự chọnsữa chua matcha trân châu đường đensữa chua matcha nếp than trân châu đường đen
Phở Gà 26 - Lạc Trung,25000 - 45000,6.5,Quán ăn,"17 Ngõ 65 Lạc Trung, Quận Hai Bà Trưng, Hà Nội",4,"Phở, Món nước, Sinh tố - Nước ép, Thức uống", 11:00 - 01:00,0,0,0,phở món nước sinh tố nước ép thức uống nan,25000,45000,35000.0,nan
Gà Rán KFC - Tòa Nhà A1,5000 - 200000,1.0,Nhà hàng,"Tầng 1, Kiot A1 - 2 Tòa Nhà A1, Nguyễn Cơ Thạch, P. Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",1,"Thịt Gà, Gà rán, Fastfood - Thức ăn nhanh", 09:00 - 22:00,0,0,0,thịt gà gà rán fastfOd thức ăn nhanh nan,5000,200000,102500.0,nan
Hải Sản Hương Lan - Nghĩa Dũng,35000 - 220000,6.5,Quán ăn,"42 Ngõ 12 Nghĩa Dũng, P. Phúc Xá, Quận Ba Đình, Hà Nội",107,Hải sản, 09:00 - 22:30,0,0,0,hải sản hải sản hàu sữa nướng mỡ hànhmực râu xào cay bát tomực trứng chiênđiệp nướng mỡ hànhmực râu xào cay bát nhỏsò huyết nướngnộm sứaốc hương nướngốc mít luộcháo hào,35000,220000,127500.0,hải sản hàu sữa nướng mỡ hànhmực râu xào cay bát tomực trứng chiênđiệp nướng mỡ hànhmực râu xào cay bát nhỏsò huyết nướngnộm sứaốc hương nướngốc mít luộCháo hào
Hiền Cafe - Tây Sơn,20000 - 45000,2.4,Café/Dessert,"26 Ngõ 178 Tây Sơn, Quận Đống Đa, Hà Nội",1,Café - Kem, 07:00 - 21:00,0,0,1,café kem nan,20000,45000,32500.0,nan
Nhà Hàng Nhân Duyên - Hoàng Ngân,100000 - 300000,7.4,Nhà hàng,"75 Hoàng Ngân, Quận Thanh Xuân, Hà Nội",3,"Thịt Gà, Thịt Bò, Hải sản, Lẩu, Thịt Vịt, Cơm", 10:00 - 22:00,1,0,0,thịt gà thịt bò hải sản lẩu thịt vịt cơm nan,100000,300000,200000.0,nan
Nét Huế - Nguyễn Văn Huyên,50000 - 150000,7.3,Quán ăn,"Lô 4 Nhà D1 KĐT Mới Dịch Vọng Hậu (Ngã Tư Nguyễn Khánh Toàn - Nguyễn Văn Huyên), P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",23,"Bún, Lẩu, Cơm văn phòng, Cơm", 07:00 - 22:00,1,0,1,bún lẩu cơm văn phòng cơm bún lẩu cơm văn phòng cơm bún bò huế số bún bò huế số bún bò huế số bún bò huế đặc biệtbún thịt nướngbún bò huế số bún bò huế số bún mắm nêmbún hếnbún chả cá thác lác,50000,150000,100000.0,bún lẩu cơm văn phòng cơm bún bò huế số bún bò huế số bún bò huế số bún bò huế đặc biệtbún thịt nướngbún bò huế số bún bò huế số bún mắm nêmbún hếnbún chả cá thác lác
Bếp Mẹ Đăng Minh - Bánh Giò & Bánh Tẻ Online,10000 - 30000,6.3,Shop Online,"18C Ngõ 81 Nguyễn Phong Sắc, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",2,Bánh - Kẹo, 08:00 - 20:00,0,0,0,bánh kẹo bánh kẹo bánh giò sốngbánh tẻ sốngbánh trobánh nếp sốngbánh gai sốngchả ốcthịt ba chỉ ướp nướng kgmăng ngâm tỏi ớtgiả cầy ướp sẵn kg,10000,30000,20000.0,bánh kẹo bánh giò sốngbánh tẻ sốngbánh trobánh nếp sốngbánh gai sốngchả ốcthịt ba chỉ ướp nướng kgmăng ngâm tỏi ớtgiả cầy ướp sẵn kg
Pane e Vino - Ẩm Thực Ý - Nguyễn Khắc Cần,50000 - 275000,7.8,"Sang trọng, Nhà hàng","3 Nguyễn Khắc Cần, P. Tràng Tiền, Quận Hoàn Kiếm, Hà Nội",39,"Mì, Cháo, Súp, Pizza & Pasta, Salad, Cơm, Fastfood - Thức ăn nhanh, Halal", 09:00 - 23:00,1,0,1,mì cháo súp piZa pasta salad cơm fastfOd thức ăn nhanh halal mì cháo súp piza pasta salad cơm fastfod thức ăn nhanh halal insalatine miste con gamberi e salmone insalata mista bruscheta insalata d arancia insalata di avocado crostini con camembert selezione al excelenza antipasto misto al italiana calamari formagi misti,50000,275000,162500.0,mì cháo súp piZa pasta salad cơm fastfOd thức ăn nhanh halal insalatine miste con gamberi e salmone insalata mista bruscheTa insalata d arancia insalata di avocado crostini con camembert selezione aL exceLenza antipasto misto aL italiana calamari formaGi misti
Villa Ju Bakery - Bánh Ngọt & Bingsu Hàn Quốc,10000 - 200000,8.0,Tiệm bánh,"F3 - F4 A10 KĐT Nam Trung Yên, P. Yên Hòa, Quận Cầu Giấy, Hà Nội",7,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 08:00 - 22:45,1,0,1,bánh kẹo ăn vặt ăn nhẹ bánh kẹo ăn vặt ăn nhẹ swet potato petit 미니 고구마fresh fruits 과일 호fruits petit 미니과일fresh fruits petit 미니과일blue limeade 블루 라임에이드pepermint icepepermint hotginger tea hotcitrus tea icecitrus tea hot,10000,200000,105000.0,bánh kẹo ăn vặt ăn nhẹ swEt potato petit 미니 고구마fresh fruits 과일 호fruits petit 미니과일fresh fruits petit 미니과일blue limeade 블루 라임에이드pePermint icepePermint hotginger tea hotcitrus tea icecitrus tea hot
BUMTRO - Bún Trộn Nam Bộ - Hoàng Ngân,30000 - 60000,9.8,Quán ăn,"20 Hoàng Ngân, P. Nhân Chính, Quận Thanh Xuân, Hà Nội",2,"Bún, Món nước", 08:00 - 22:00,0,0,1,bún món nước bún món nước cocacola chỉ đbún bò trộn nam bộ cocacola mlbún trộn nem nướng cocacola mlcocacola bún bò trộn nam bộ cocacola ml bún trộn nem nướng cocacola ml cocacola bún bò trộn nam bộ trà ô long tea plus bún trộn nem nướng trà ô long tea plus tea ô long ml,30000,60000,45000.0,bún món nước cocacola chỉ đbún bò trộn nam bộ cocacola mlbún trộn nem nướng cocacola mlcocacola bún bò trộn nam bộ cocacola ml bún trộn nem nướng cocacola ml cocacola bún bò trộn nam bộ trà ô long tea plus bún trộn nem nướng trà ô long tea plus tea ô long ml
Kim Oanh - Caramen & Chè Thập Cẩm,15000 - 20000,7.1,Ăn vặt/vỉa hè,"21 Ngách 37/2 Dịch Vọng, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",25,"Đậu hũ, Chè, Ăn vặt - Ăn nhẹ", 10:00 - 22:00,0,0,0,đậu hũ chè ăn vặt ăn nhẹ đậu hũ chè ăn vặt ăn nhẹ chè thập cẩmcaramen thập cẩmsữa chua mítcaramenchè bưởichè tháisữa chua nếp cẩmchè thái bưởisữa chua trân châuchè khoai dẻo,15000,20000,17500.0,đậu hũ chè ăn vặt ăn nhẹ chè thập cẩmcaramen thập cẩmsữa chua mítcaramenchè bưởichè tháisữa chua nếp cẩmchè thái bưởisữa chua trân châuchè khoai dẻo
Bếp Nhà Kê - Bún Chả Bà Vượng,30000 - 50000,7.6,Quán ăn,"24 Ngõ Đoàn Kết, P. Thổ Quan, Quận Đống Đa, Hà Nội",5,"Bún, Ăn vặt - Ăn nhẹ, Nem", 07:00 - 22:30,0,0,0,bún ăn vặt ăn nhẹ nem bún ăn vặt ăn nhẹ nem bún chảnem thịtchả thêmsữa đậubún đậu mẹtrà quấtsinh tố bơ nước ép dưa hấutrà đào cam sảnước cam,30000,50000,40000.0,bún ăn vặt ăn nhẹ nem bún chảnem thịtchả thêmsữa đậubún đậu mẹTrà quấtsinh tố bơ nước ép dưa hấutrà đào cam sảnước cam
Gà 36 - Hà Đông,50000 - 220000,6.2,Nhà hàng,"18 Ngõ 23 Nguyễn Văn Lộc (18 Dãy 16A4 Làng Việt Kiều Châu Âu), Quận Hà Đông, Hà Nội",22,"Thịt Gà, Lẩu, Thức uống", 08:00 - 23:00,1,0,0,thịt gà lẩu thức uống thịt gà lẩu thức uống cháo gàsuất gà kèm xôisuất gà kèm miếnsuất gà kèm cháosuất gà kèm cơm trắngà nướng nguyên congà quay nguyên congà rang muốilẩu gà dân tộclẩu gà chua cay,50000,220000,135000.0,thịt gà lẩu thức uống cháo gàsuất gà kèm xôisuất gà kèm miếnsuất gà kèm cháosuất gà kèm cơm trắnGà nướng nguyên congà quay nguyên congà rang muốilẩu gà dân tộclẩu gà chua cay
Bún Ốc Cô Béo,35000 - 50000,6.8,Quán ăn,"2 Hòe Nhai, Quận Ba Đình, Hà Nội",41,"Bún, Hải sản, Món nước, Nghêu - Sò - Ốc ", 06:00 - 21:30,0,0,0,bún hải sản món nước nghêu sò ốc bún hải sản món nước nghêu sò ốc bún ốc bò giò đậubún ốc bò đậubún riêu bò giò đậubún riêu bò giò trứng vịt lộn đậubún ốc riêu bò giò trứng vịt lộn đậubún ốc đậubún ốc riêu bò giòbún bò đậubún riêu ốc đậubún bò giò đậu,35000,50000,42500.0,bún hải sản món nước nghêu sò ốc bún ốc bò giò đậubún ốc bò đậubún riêu bò giò đậubún riêu bò giò trứng vịt lộn đậubún ốc riêu bò giò trứng vịt lộn đậubún ốc đậubún ốc riêu bò giòbún bò đậubún riêu ốc đậubún bò giò đậu
Thu Hằng - Cơm Văn Phòng,45000 - 50000,4.0,Quán ăn,"102 C16 Nguyễn Quý Đức, P. Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",3,"Thịt Gà, Thịt Heo, Hải sản, Cá, Cơm", 10:30 - 13:30 | 17:00 - 20:00,0,0,0,thịt gà thịt heo hải sản cá cơm thịt gà thịt heo hải sản cá cơm cơm thịt rang cháy cạnh chả lá lốtcơm gà chua ngọtcơm sườn xào chua ngọtcơm cá kho tươngcơm bò xào cần tỏi trứng ráncơm cá chiên xù trứng cuộncơm thịt kho tàucơm gà xào xả ớt trứng ốp lacơm tim bò xào trứng ráncơm thập cẩm,45000,50000,47500.0,thịt gà thịt heo hải sản cá cơm cơm thịt rang cháy cạnh chả lá lốtcơm gà chua ngọtcơm sườn xào chua ngọtcơm cá kho tươngcơm bò xào cần tỏi trứng ráncơm cá chiên xù trứng cuộncơm thịt kho tàucơm gà xào xả ớt trứng ốp lacơm tim bò xào trứng ráncơm thập cẩm
Minh Food - Nem Chua Rán & Bánh Gà - Shop Online,10000 - 60000,9.4,Shop Online,"117 Ngõ Thái Thịnh 1, P.Thịnh Quang, Quận Đống Đa, Hà Nội",13,"Bánh bao, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Bánh tằm, Cá/bò viên", 09:00 - 23:59,0,0,0,bánh bao bánh kẹo ăn vặt ăn nhẹ nem bánh tằm cá bò viên bánh bao bánh kẹo ăn vặt ăn nhẹ nem bánh tằm cá bò viên bánh hạt dẻ nướng cái viên hải sản pho mai nem chua rán tương đặc biệtlạp xưởng tươi chiênpho mai que chiên cáigà donut vòng chiên giòn cáiviên hải sản rau củ viêncơm cháy mắm hànhồ lô kiểu thái chiên viênxúc xích winer cp ránkhoai lang kén,10000,60000,35000.0,bánh bao bánh kẹo ăn vặt ăn nhẹ nem bánh tằm cá bò viên bánh hạt dẻ nướng cái viên hải sản pho mai nem chua rán tương đặc biệtlạp xưởng tươi chiênpho mai que chiên cáigà donut vòng chiên giòn cáiviên hải sản rau củ viêncơm cháy mắm hànHồ lô kiểu thái chiên viênxúc xích wiNer cp ránkhoai lang kén
Bánh Gà HuA - Ô Cách,5000 - 25000,8.4,Tiệm bánh,"4 Ngõ 42 Ô Cách, P. Đức Giang, Quận Long Biên, Hà Nội",1,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 10:00 - 22:00,0,0,0,bánh kẹo ăn vặt ăn nhẹ nem cá bò viên bánh kẹo ăn vặt ăn nhẹ nem cá bò viên lạp sườnxúc xíchcombo bánh gà xúc xíchlạp sườnxúc xíchbánh gànem chuaphô maigà viênkhoai tây chiên,5000,25000,15000.0,bánh kẹo ăn vặt ăn nhẹ nem cá bò viên lạp sườnxúc xíchcombo bánh gà xúc xíchlạp sườnxúc xíchbánh gànem chuaphô maigà viênkhoai tây chiên
Quán Minh Rô - Bún Cá & Cơm Văn Phòng,10000 - 50000,4.6,Quán ăn,"16 Ngõ 202 Cổ Linh, P. Long Biên, Quận Long Biên, Hà Nội",1,"Thịt Gà, Thịt Bò, Bún, Thịt Heo, Hải sản, Món nước, Cơm văn phòng, Cơm", 06:00 - 21:00,0,0,1,thịt gà thịt bò bún thịt heo hải sản món nước cơm văn phòng cơm thịt gà thịt bò bún thịt heo hải sản món nước cơm văn phòng cơm cơm gà chiên mắmcơm thịt rang cháy cạnhcơm thịt kho trứngcơm chả lá lốtcơm gà rang xả ớtcơm thịt bắp giò heo hấp gừngcơm cá nục kho tộ cá nục sốt cà chuacơm bò xào cần tỏi tây hoặc bò xào nấmcơm thịt băm xào ngũ sắcơm đậu xốt cà chua rau củ,10000,50000,30000.0,thịt gà thịt bò bún thịt heo hải sản món nước cơm văn phòng cơm cơm gà chiên mắmcơm thịt rang cháy cạnhcơm thịt kho trứngcơm chả lá lốtcơm gà rang xả ớtcơm thịt bắp giò heo hấp gừngcơm cá nục kho tộ cá nục sốt cà chuacơm bò xào cần tỏi tây hoặc bò xào nấmcơm thịt băm xào ngũ sắCơm đậu xốt cà chua rau củ
"Duli - Tea, Fastfood & Bánh Mì Chảo",25000 - 50000,4.1,Ăn vặt/vỉa hè,"454 Nguyễn Văn Cừ, P. Ngọc Lâm, Quận Long Biên, Hà Nội",3,"Thức uống, Trà sữa, Fastfood - Thức ăn nhanh", 08:00 - 22:00,0,0,0,thức uống trà sữa fastfOd thức ăn nhanh thức uống trà sữa fastfod thức ăn nhanh bánh mì chảo dulinem chua ránbánh tráng trộnbánh mì chảo nhỏpho mai quesốt vanglạp xưởngbánh mìxúc xíchcánh gà chiên,25000,50000,37500.0,thức uống trà sữa fastfOd thức ăn nhanh bánh mì chảo dulinem chua ránbánh tráng trộnbánh mì chảo nhỏpho mai quesốt vanglạp xưởngbánh mìxúc xíchcánh gà chiên
Bún Chả Ngon - Bồ Đề,15000 - 30000,5.9,Quán ăn,"196 Bồ Đề, P. Bồ Đề, Quận Long Biên, Hà Nội",4,"Bún, Món nước", 06:00 - 15:00,0,0,0,bún món nước bún món nước bún chả lẫnbún chả bămbún chả miếngchả thêm xuấtcombo xuất bún chả tặng xuất chả,15000,30000,22500.0,bún món nước bún chả lẫnbún chả bămbún chả miếngchả thêm xuấtcombo xuất bún chả tặng xuất chả
Meo's House Coffee - Chùa Láng,30000 - 50000,6.9,Café/Dessert,"P102, Ngõ 33 Chùa Láng, Quận Đống Đa, Hà Nội",16,"Café - Kem, Sinh tố - Nước ép", 08:30 - 22:30,1,0,1,café kem sinh tố nước ép nan,30000,50000,40000.0,nan
Master Tea 美茶 - Đội Cấn,26000 - 50000,7.9,Café/Dessert,"194 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội",18,"Thức uống, Trà sữa, Sữa", 09:00 - 21:30,1,0,1,thức uống trà sữa sữa thức uống trà sữa sữa sữa tươi trân châu đường đen m trà sữa ú ụ toping size ltrà sữa ú ụ toping size mtrà sữa trân châu trắng đóng chaitrà việt quất trân châu trắng đóng chaitrà xoài trân châu trắng đóng chaicombo ly trà sữa ts hồng trà ts xanh nhài ts matcha combo ly trà sữa ts xanh nhài ts vị matcha ts hồng trà sữa tươi trân châu đường đen m xanh nhài nguyên chất,26000,50000,38000.0,thức uống trà sữa sữa sữa tươi trân châu đường đen m trà sữa ú ụ toPing size ltrà sữa ú ụ toPing size mtrà sữa trân châu trắng đóng chaitrà việt quất trân châu trắng đóng chaitrà xoài trân châu trắng đóng chaicombo ly trà sữa ts hồng trà ts xanh nhài ts matcha combo ly trà sữa ts xanh nhài ts vị matcha ts hồng trà sữa tươi trân châu đường đen m xanh nhài nguyên chất
Master Tea 美茶 - Hàng Trống,26000 - 50000,5.8,Café/Dessert,"3 Hàng Trống, Quận Hoàn Kiếm, Hà Nội",8,"Thức uống, Trà sữa", 07:00 - 23:00,1,0,1,thức uống trà sữa nan,26000,50000,38000.0,nan
Ngọc Loan - Ốc Ăn Vặt - Lê Lai,25000 - 50000,6.6,Ăn vặt/vỉa hè,"26 Lê Lai, Quận Hà Đông, Hà Nội",9,"Hải sản, Cháo, Nghêu - Sò - Ốc , Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên, Trái cây", 10:00 - 22:00,0,0,0,hải sản cháo nghêu sò ốc ăn vặt ăn nhẹ nem cá bò viên trái cây hải sản cháo nghêu sò ốc ăn vặt ăn nhẹ nem cá bò viên trái cây mực trứng nướng muối ớtmực trứng hấp con mực trứng chiên mắm con ốc mít luộcốc vặn luộc ốc lẫn luộc ốc mít hấp xả ốc mít xào me sung muối rượu dừa,25000,50000,37500.0,hải sản cháo nghêu sò ốc ăn vặt ăn nhẹ nem cá bò viên trái cây mực trứng nướng muối ớtmực trứng hấp con mực trứng chiên mắm con ốc mít luộcốc vặn luộc ốc lẫn luộc ốc mít hấp xả ốc mít xào me sung muối rượu dừa
Topaz Beer Club - Almaz Vinhomes Riverside,100000 - 500000,8.4,"Sang trọng, Nhà hàng","Almaz, Vinhomes Riverside Sài Đồng, Quận Long Biên, Hà Nội",12,Pizza & Pasta, 07:00 - 22:00,1,0,1,piZa pasta nan,100000,500000,300000.0,nan
Xôi Sáng - Hàng Hòm,5000 - 10000,7.7,"Ăn vặt/vỉa hè, Shop/Cửa hàng","44 Hàng Hòm, Quận Hoàn Kiếm, Hà Nội",20,"Xôi, Ăn vặt - Ăn nhẹ", 06:00 - 08:00,0,0,0,xôi ăn vặt ăn nhẹ nan,5000,10000,7500.0,nan
Izakaya Yancha - Ẩm Thực Nhật Bản - Triệu Việt Vương,100000 - 220000,7.9,Nhà hàng,"121 Triệu Việt Vương, Quận Hai Bà Trưng, Hà Nội",56,"Lẩu, Sushi & Sashimi", 11:30 - 14:00 | 17:30 - 22:00,1,0,1,lẩu sushi sashimi lẩu sushi sashimi súp misocá thu nướngset cơm cà riđùi gà chiêncơm nắm nhân mơbánh mochi nhân pho mai chiên giònhumbuger với nước sốtôm chiên sốt mayonesò điệp xào sốtcơm lươn nhật,100000,220000,160000.0,lẩu sushi sashimi súp misocá thu nướngset cơm cà riđùi gà chiêncơm nắm nhân mơbánh mochi nhân pho mai chiên giònhumbuger với nước sốTôm chiên sốt mayonesò điệp xào sốtcơm lươn nhật
Tiệm Trà Linh Kòy - Thượng Đình,20000 - 60000,9.8,Café/Dessert,"280 Thượng Đình, P. Khương Đình, Quận Thanh Xuân, Hà Nội",80,"Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa", 08:00 - 22:00,0,0,0,trà chanh sinh tố nước ép thức uống trà sữa trà chanh sinh tố nước ép thức uống trà sữa chocolate nóngđào cam sả nóngmỳ cay thập cẩmỳ cay ba chỉ bò mỹmỳ cay sườn sụnmỳ cay hải sảnmỳ cay cá viên xtrà sữa dâu tâytrà sữa việt quấtrà sữa socola,20000,60000,40000.0,trà chanh sinh tố nước ép thức uống trà sữa chocolate nóngđào cam sả nóngmỳ cay thập cẩMỳ cay ba chỉ bò mỹmỳ cay sườn sụnmỳ cay hải sảnmỳ cay cá viên Xtrà sữa dâu tâytrà sữa việt quấTrà sữa socola
Xôi Hương - Bạch Mai,30000 - 35000,7.3,Ăn vặt/vỉa hè,"418 Bạch Mai, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",5,"Xôi, Ăn vặt - Ăn nhẹ", 06:00 - 21:00,0,0,0,xôi ăn vặt ăn nhẹ xôi ăn vặt ăn nhẹ xôi xéo truyền thống đỗ hành xôi thịtxôi pate lạp xưởngxôi trứngxôi gàxôi giò chảxôi sườn cayxôi ruốcsữa đậu nànhsấu đá,30000,35000,32500.0,xôi ăn vặt ăn nhẹ xôi xéo truyền thống đỗ hành xôi thịtxôi pate lạp xưởngxôi trứngxôi gàxôi giò chảxôi sườn cayxôi ruốcsữa đậu nànhsấu đá
Duy Tùng - Mì Trộn Indomie - Đào Tấn,10000 - 50000,7.9,Quán ăn,"Ngõ 101 Đào Tấn (Tới Số 50 Rẽ Trái), P. Ngọc Khánh, Quận Ba Đình, Hà Nội",25,"Bún, Mì, Món nước", 08:00 - 22:00,0,0,0,bún mì món nước bún mì món nước mì thập cẩmì xúc xíchmì há cảomì nem lụimì mực viênmì hồ lômì bò viênmì cá viên,10000,50000,30000.0,bún mì món nước mì thập cẩMì xúc xíchmì há cảomì nem lụimì mực viênmì hồ lômì bò viênmì cá viên
Pop Quán - Chân Gà & Cánh Gà Chiên Mắm - Tây Sơn,30000 - 100000,6.9,Quán ăn,"16 Ngõ 298 Tây Sơn, Quận Đống Đa, Hà Nội",24,"Thịt Gà, Salad, Xúc xích, Fastfood - Thức ăn nhanh", 10:30 - 22:30,0,0,1,thịt gà salad xúc xích fastfOd thức ăn nhanh thịt gà salad xúc xích fastfod thức ăn nhanh chân gà sả ớt đĩa nhỏchân gà rút xương chiên mắmchân gà sả ớt đĩa tongô chiên chân gà rút xương rang muối ngô chiên lắc phô maicánh gà chiên mắmchân gà chiên mắmchân gà chiên mắmđùi tỏi gà chiên mắm,30000,100000,65000.0,thịt gà salad xúc xích fastfOd thức ăn nhanh chân gà sả ớt đĩa nhỏchân gà rút xương chiên mắmchân gà sả ớt đĩa tongô chiên chân gà rút xương rang muối ngô chiên lắc phô maicánh gà chiên mắmchân gà chiên mắmchân gà chiên mắmđùi tỏi gà chiên mắm
Bánh Tráng Trộn Cô Toàn,20000 - 25000,6.7,Ăn vặt/vỉa hè,"A17 Tạ Quang Bửu, Quận Hai Bà Trưng, Hà Nội",280,"Chè, Ăn vặt - Ăn nhẹ", 14:00 - 21:00,0,0,0,chè ăn vặt ăn nhẹ chè ăn vặt ăn nhẹ bánh tráng trộn trà tháibánh tráng cuốn trà tháibánh tráng bơ trà tháibánh tráng trộnbánh tráng cuốnbánh tráng bơgỏi xoàichè dừa dầmviệt quấtbơ,20000,25000,22500.0,chè ăn vặt ăn nhẹ bánh tráng trộn trà tháibánh tráng cuốn trà tháibánh tráng bơ trà tháibánh tráng trộnbánh tráng cuốnbánh tráng bơgỏi xoàichè dừa dầmviệt quấtbơ
Summer Rolled Set - Tiệm Gỏi Cuốn,50000 - 150000,7.0,Quán ăn,"60 Nguyễn Lương Bằng, Quận Đống Đa, Hà Nội",7,Ăn vặt - Ăn nhẹ, 09:00 - 22:00,1,0,1,ăn vặt ăn nhẹ nan,50000,150000,100000.0,nan
XOI FOOD - Xôi Nếp Nương & Cơm Văn Phòng,20000 - 30000,8.6,Quán ăn,"126 Nguyễn Văn Trỗi, P. Mộ Lao, Quận Hà Đông, Hà Nội",5,"Bánh mì, Xôi, Bánh - Kẹo", 07:00 - 14:00 | 17:00 - 21:00,0,0,0,bánh mì xôi bánh kẹo bánh mì xôi bánh kẹo thịt lợn gác bếp xé sẵn kèm xôi nếp nương chẳm chxôi đặc biệt cao cấp xôi đặc biệt cao cấp cơm tấm ba chỉ nướng chả trứng trứng ốpxôi trứng ráncb xôi thịt nướng tây bắc trà quất mật ongcb xôi thịt xá xíu xíu mại trà quất mật ongcb xôi gà sốt cay trà quất mật ongcb xôi gà sốt nấm trà quất mật onghộp xôi nếp nương đặc biệt cao cấp xoi fod,20000,30000,25000.0,bánh mì xôi bánh kẹo thịt lợn gác bếp xé sẵn kèm xôi nếp nương chẳm chxôi đặc biệt cao cấp xôi đặc biệt cao cấp cơm tấm ba chỉ nướng chả trứng trứng ốpxôi trứng ráncb xôi thịt nướng tây bắc trà quất mật ongcb xôi thịt xá xíu xíu mại trà quất mật ongcb xôi gà sốt cay trà quất mật ongcb xôi gà sốt nấm trà quất mật onghộp xôi nếp nương đặc biệt cao cấp xoi fOd
LAcA Cafe - Lyquocsu Art Cafe Area,20000 - 50000,6.5,Café/Dessert,"Tầng 2, 24 - 26 Lý Quốc Sư, P. Hàng Trống, Quận Hoàn Kiếm, Hà Nội",7,"Trà, Thịt Bò, Hải sản, Salad, Café - Kem, Sinh tố - Nước ép, Thức uống", 09:00 - 23:00,0,0,1,trà thịt bò hải sản salad café kem sinh tố nước ép thức uống nan,20000,50000,35000.0,nan
Huy Ốc - Lẩu Các Loại,30000 - 150000,6.5,Quán ăn,"B19 Lương Định Của, P. Kim Liên, Quận Đống Đa, Hà Nội",3,Lẩu, 09:00 - 23:00,0,0,0,lẩu nan,30000,150000,90000.0,nan
Sơn Hà - Bún Bung & Bún Móng Giò,30000 - 50000,6.7,Quán ăn,"47 Hồ Đắc Di, Quận Đống Đa, Hà Nội",2,"Bún, Món nước", 07:00 - 22:00,0,0,0,bún món nước bún món nước sữa đậu nànhtrà quấtrà chanhlaviecocabò húcbún thịt mọcbún sườn mọc thịtbún móng mọc thịtbún đầy đủ,30000,50000,40000.0,bún món nước sữa đậu nànhtrà quấTrà chanhlaviecocabò húcbún thịt mọcbún sườn mọc thịtbún móng mọc thịtbún đầy đủ
