name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines
Duy Tùng - Mì Trộn Indomie - Đào Tấn,10.000đ - 50.000đ,7.9                        ,Quán ăn,"Ngõ 101 Đào Tấn (Tới Số 50 Rẽ Trái), P. Ngọc Khánh, Quận Ba Đình, Hà Nội",25,"Bún, Mì, Món nước", 08:00 - 22:00,0,0,0,"Mì Thập Cẩm-35,000|Mì Xúc Xích-32,000|Mì Há Cảo-32,000|Mì Nem Lụi-35,000|Mì Mực Viên-32,000|Mì Hồ Lô-32,000|Mì Bò Viên-28,000|Mì Cá Viên-28,000"
Pop Quán - Chân Gà & Cánh Gà Chiên Mắm - Tây Sơn,30.000đ - 100.000đ,6.9                        ,Quán ăn,"16 Ngõ 298 Tây Sơn, Quận Đống Đa, Hà Nội",24,"Thịt Gà, Salad, Xúc xích, Fastfood - Thức ăn nhanh", 10:30 - 22:30,0,0,1,"Chân Gà Sả Ớt Đĩa Nhỏ-60,000|Chân gà rút xương chiên mắm-100,000|Chân Gà Sả Ớt Đĩa To-120,000|Ngô chiên -40,000|Chân gà rút xương rang muối -100,000|Ngô chiên lắc phô mai-45,000|Cánh Gà Chiên Mắm-50,000|Chân gà chiên mắm-48,000|Chân gà chiên mắm-60,000|Đùi Tỏi Gà Chiên Mắm-40,000"
Bánh Tráng Trộn Cô Toàn,20.000đ - 25.000đ,6.7                        ,Ăn vặt/vỉa hè,"A17 Tạ Quang Bửu, Quận Hai Bà Trưng, Hà Nội",280,"Chè, Ăn vặt - Ăn nhẹ", 14:00 - 21:00,0,0,0,"Bánh Tráng Trộn + Trà Thái-42,000|Bánh Tráng Cuốn + Trà Thái-42,000|Bánh Tráng Bơ + Trà Thái-42,000|Bánh Tráng Trộn-22,000|Bánh Tráng Cuốn-22,000|Bánh Tráng Bơ-22,000|Gỏi Xoài-22,000|Chè Dừa Dầm-20,000|Việt Quất-30,000|Bơ-30,000"
Summer Rolled Set - Tiệm Gỏi Cuốn,50.000đ - 150.000đ,7.0                        ,Quán ăn,"60 Nguyễn Lương Bằng, Quận Đống Đa, Hà Nội",7,Ăn vặt - Ăn nhẹ, 09:00 - 22:00,1,0,1,
XOI FOOD - Xôi Nếp Nương & Cơm Văn Phòng,20.000đ - 30.000đ,8.6                        ,Quán ăn,"126 Nguyễn Văn Trỗi, P. Mộ Lao, Quận Hà Đông, Hà Nội",5,"Bánh mì, Xôi, Bánh - Kẹo", 07:00 - 14:00 | 17:00 - 21:00,0,0,0,"Thịt Lợn Gác Bếp Xé Sẵn kèm Xôi Nếp Nương, chẳm ch-129,000|Xôi Đặc Biệt Cao Cấp 1-65,000|Xôi Đặc Biệt Cao Cấp 2-75,000|Cơm Tấm Ba Chỉ Nướng + Chả Trứng + Trứng Ốp-58,000|Xôi Trứng Rán-11,000|CB Xôi Thịt Nướng Tây Bắc + Trà Quất Mật Ong-42,000|CB Xôi Thịt Xá Xíu, Xíu Mại + Trà Quất Mật Ong-40,000|CB Xôi Gà Sốt Cay + Trà Quất Mật Ong-40,000|CB Xôi Gà Sốt Nấm + Trà Quất Mật Ong-40,000|Hộp Xôi Nếp Nương Đặc Biệt Cao Cấp XOI FOOD-169,000"
LAcA Cafe - Lyquocsu Art Cafe Area,20.000đ - 50.000đ,6.5                        ,Café/Dessert,"Tầng 2, 24 - 26 Lý Quốc Sư, P. Hàng Trống, Quận Hoàn Kiếm, Hà Nội",7,"Trà, Thịt Bò, Hải sản, Salad, Café - Kem, Sinh tố - Nước ép, Thức uống", 09:00 - 23:00,0,0,1,
Huy Ốc - Lẩu Các Loại,30.000đ - 150.000đ,6.5                        ,Quán ăn,"B19 Lương Định Của, P. Kim Liên, Quận Đống Đa, Hà Nội",3,Lẩu, 09:00 - 23:00,0,0,0,
Sơn Hà - Bún Bung & Bún Móng Giò,30.000đ - 50.000đ,6.7                        ,Quán ăn,"47 Hồ Đắc Di, Quận Đống Đa, Hà Nội",2,"Bún, Món nước", 07:00 - 22:00,0,0,0,"Sữa Đậu Nành-7,000|Trà Quất-10,000|Trà Chanh-10,000|Lavie-10,000|Coca-15,000|Bò Húc-15,000|Bún Thịt Mọc-35,000|Bún Sườn Mọc Thịt-40,000|Bún Móng Mọc Thịt-40,000|Bún Đầy Đủ-40,000"
Hotdog Bamy - Quán Thánh,20.000đ - 50.000đ,7.1                        ,Quán ăn,"113A Quán Thánh, Quận Ba Đình, Hà Nội",14,"Bánh mì, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh", 07:00 - 22:00,0,0,0,"Sinh Tố Bơ ( avocado)-35,000|Sinh Tố Chanh Leo Tuyết-20,000|Nước Ép Dứa ( pineapple)-15,000|Cóc Ép-20,000|Nước Ép Dưa Hấu-15,000|Sinh Tố Chanh Tuyết-18,000|Sinh Tố Xoai ( watermelon)-30,000|ép cà rốt ( carrot )-20,000|Ổi-30,000|Nước Cam ( orange juice)-30,000"
Bún Riêu Hoa Béo,20.000đ - 55.000đ,6.4                        ,Quán ăn,"23 Ngõ Mai Hương, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",3,"Bún, Món nước", 11:00 - 14:00 | 16:00 - 23:59 | 00:01 - 02:00,0,0,0,"Bún Riêu đặc biệt-70,000|Bún Riêu Đậu Đầy Đủ Không Trứng-65,000|Bún Riêu Đậu Bò Giò Tai-50,000|Bún Riêu Đậu Bò-42,000|Bún Riêu Đậu Giò Tai Tóp Mỡ-45,000|Bún Riêu Đậu Tóp Mỡ-40,000|Bún Riêu Đậu Giò Tai-35,000|Bún Riêu Đậu Chả Cá-35,000|Bún Riêu Đậu-30,000|Bún Riêu Đậu Chả Cá Tóp Mỡ-45,000"
Vịt Kinh Bắc - Tạ Quang Bửu,50.000đ - 300.000đ,7.8                        ,Quán ăn,"55 Tạ Quang Bửu, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",6,"Cơm Chiên, Bún, Mì, Thịt Vịt, Cơm", 10:30 - 14:00 | 16:30 - 22:00,0,0,0,"Mì Trộn Vịt-60,000|Cơm Chiên Vịt-70,000|Bánh Cuốn Vịt-70,000|Mì Trộn Đặc Biệt-73,000|Cơm Chiên Đặc Biệt-85,000|1/4 con-100,000|Bánh cuốn đặc biệt-85,000|1/2  con vịt-180,000|Cơm trắng  vịt-65,000|Mỳ xào  vịt đặc  biệt-85,000"
Kim Dung - Cháo Trai & Bánh Gối,10.000đ - 15.000đ,9.5                        ,Ăn vặt/vỉa hè,"10 Tôn Thất Thiệp, Quận Ba Đình, Hà Nội",2,Ăn vặt - Ăn nhẹ, 14:30 - 18:00,0,0,0,"Cháo Trai Quẩy-15,000|Bánh Gối-10,000|Chè Đỗ Đen-10,000|Cháo Trai-12,000|Chè Ngô-10,000|Chè Đỗ Xanh-10,000"
Chè Khúc Bạch & Ăn Vặt 71 - Khâm Thiên,30.000đ - 160.000đ,9.2                        ,Shop Online,"71 Ngõ Tiến Bộ, Khâm Thiên, Quận Đống Đa, Hà Nội",31,"Chè, Ăn vặt - Ăn nhẹ", 09:00 - 23:00,0,0,0,"Thịt Bò Khô Ướt Tỏi 200gr-210,000|Bò ướt tỏi( miếng)-85,000|Bò ướt tỏi ( bắp)-100,000"
Nem Tai Bà Giáp,8.000đ - 22.000đ,7.0                        ,Quán ăn,"54 Trần Xuân Soạn, Quận Hai Bà Trưng, Hà Nội",2,"Ăn vặt - Ăn nhẹ, Nem", 08:30 - 21:00,0,0,0,
Nem Tai Ông Quang,10.000đ - 30.000đ,3.6                        ,Ăn vặt/vỉa hè,"43 Bát Đàn, P. Cửa Đông, Quận Hoàn Kiếm, Hà Nội",2,"Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem", 12:00 - 20:00,0,0,0,"Nem Tai Lá Sung-30,000|Nem Cuốn-6,000|Nem Chua-5,000|Nộm Bò Khô-25,000|Nộm Bò, Gan, Lá Lách-30,000|Nộm Thập Cẩm-30,000"
Bà Hồng - Nem Tai & Giò Chả - Lương Định Của,20.000đ - 70.000đ,3.4                        ,Ăn vặt/vỉa hè,"15 Ngách 91/1 Lương Định Của, Quận Đống Đa, Hà Nội",1,Ăn vặt - Ăn nhẹ, 08:00 - 22:00,0,0,0,
Bún Đậu Mắm Tôm - Nguyễn Văn Trỗi,12.000đ - 25.000đ,8.4                        ,Quán ăn,"112 Nguyễn Văn Trỗi, P. Mộ Lao, Quận Hà Đông, Hà Nội",2,"Bún, Món nước", 09:00 - 21:00,0,0,1,"Combo 1/6-185,000|Bún Đậu Đầy Đủ-38,000|Đậu Chả Dồi-33,000|Đậu Nem Chả-33,000|Đậu Chả Thịt-33,000|Đậu Dồi Thịt-33,000|Đậu Nem Dồi-33,000|Bún Đậu-23,000|Đậu Chả-33,000|Bún Đậu Thịt-33,000"
Caramen Kim Yến - Hàng Than,5.000đ - 50.000đ,7.5                        ,Ăn vặt/vỉa hè,"31 Hàng Than, Quận Ba Đình, Hà Nội",2,Ăn vặt - Ăn nhẹ, 09:00 - 23:00,0,0,0,
Gà Rán KFC - Vincom Bắc Từ Liêm,30.000đ - 120.000đ,5.3                        ,Nhà hàng,"Vincom Plaza Bắc Từ Liêm, 234 Phạm Văn Đồng, P. Cổ Nhuế, Quận Bắc Từ Liêm, Hà Nội",7,"Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Cơm, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,"Combo Cơm Gà Nướng Than A-49,000|1 Cơm Gà Nướng Than Xốt Teriyaki-39,000|Combo Cơm Gà Nướng Than B-75,000|Combo KFC Phát Lộc-86,000|Combo KFC Lộc Phát-168,000|Gà Rán (3 Miếng)-103,000|Gà Rán (2 Miếng)-69,000|Gà Rán (1 Miếng)-36,000|Hot Wings (5 Miếng)-76,000|Gà Quay (1 Miếng)-68,000"
Chè Nam Đồng - Khu Tập Thể Thành Công,15.000đ - 20.000đ,7.2                        ,Ăn vặt/vỉa hè,"107B A4 Khu Tập Thể Thành Công, Quận Ba Đình, Hà Nội",23,"Chè, Ăn vặt - Ăn nhẹ", 08:00 - 20:00,0,0,0,"Chè Thập Cẩm-18,000|Chè Thái Lan-18,000|Chè Bưởi-18,000|Chè Chuối-18,000|Chè Khoai-18,000|Chè Ngô-18,000|Chè Đậu Đỏ-18,000|Chè Sầu Đà Nẵng-35,000|Chè Đậu Xanh-18,000|Caramen Trân Châu Thạch-24,000"
Bà Khanh - Trứng Gà Đánh Kem,20.000đ - 20.000đ,6.9                        ,Ăn vặt/vỉa hè,"55B Hai Bà Trưng, P. Cửa Nam, Quận Hoàn Kiếm, Hà Nội",43,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:30 - 22:00,0,0,0,
Cô Lê - Nem Nướng Nha Trang - Ao Sen,18.000đ - 40.000đ,7.2                        ,Quán ăn,"16B Ngõ 3 Ao Sen, P. Mộ Lao, Quận Hà Đông, Hà Nội",26,"Đặc sản vùng, Ăn vặt - Ăn nhẹ, Nem", 09:00 - 21:30,0,0,0,"Nem nướng nha trang S (Thòm thèm)-40,000|Nem nướng nha trang L (Thêm 60%)-60,000|Nem nướng nha trang M (Thêm 20%)-45,000|Cút lộn xào me-35,000|Nem Chua Rán -45,000|Bún trộn thịt nướng size S +1 coca-64,000|Nem nướng Nha Trang size L+1 coca-74,000|Bún trộn thịt nướng size S-50,000|Bún chả truyền thống size S-45,000|Bún chả truyền thống size M (thêm 20%)-55,000"
Ốc Phúng Phính - Trích Sài,50.000đ - 100.000đ,7.2                        ,Quán ăn,"167 Trích Sài, P. Bưởi, Quận Tây Hồ, Hà Nội",7,"Tôm, Hải sản, Cá, Nghêu - Sò - Ốc , Mực, Ăn vặt - Ăn nhẹ, Nem", 16:00 - 23:00,1,0,1,"Ốc Lẫn Luộc Lá Chanh-65,000|Ốc Mít Luộc Lá Chanh-85,000|Ốc Vặn Luộc Lá Chanh-40,000|Ốc Lẫn Xào Me-75,000|Ốc Mít Xào Me Dừa-95,000|Ốc Móng Tay Me-120,000|Ốc Móng Tay Bơ Tỏi-120,000|Ốc Điếu Xào Dừa-70,000|Ốc Len Dừa-150,000|Ốc Lẫn Bơ Tỏi-75,000"
Cháo Trai Gia Truyền - Nghĩa Tân,7.000đ - 20.000đ,7.2                        ,Ăn vặt/vỉa hè,"107 A15 Nghĩa Tân, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",2,"Chè, Cháo, Ăn vặt - Ăn nhẹ, Nem", 10:00 - 19:30,0,0,0,"Cháo Sườn Quẩy-26,000|Trứng Vịt Lộn-9,000|Chè Đỗ Đen-13,000|Cháo Trai -24,000"
Thạch Rau Câu - Hoàng Hoa Thám,10.000đ - 15.000đ,7.4                        ,Ăn vặt/vỉa hè,"21 Hoàng Hoa Thám, P. Nguyễn Trãi, Quận Hà Đông, Hà Nội",5,"Đậu hũ, Chè, Ăn vặt - Ăn nhẹ, Trái cây", 10:00 - 22:00,0,0,0,"Thạch Caramen-18,000|Thạch Rau Câu-12,000|Tào Phớ Caramen-18,000|Sữa Chua Mít-18,000|Thạch Sữa Chua-18,000|Chè Bưởi-15,000|Táo Phớ Truyền Thống-12,000|Thạch Sầu Riêng-28,000"
Trà Sữa Feeling Tea - Chùa Láng,11.000đ - 40.000đ,7.1                        ,Café/Dessert,"163 Chùa Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",101,"Thức uống, Trà sữa", Cả ngày | 06:00 - 23:00,1,0,1,
The Olympia Cafe,25.000đ - 50.000đ,7.8                        ,Café/Dessert,"31 Villa 1 Hyundai, P. Hà Cầu, Quận Hà Đông, Hà Nội",12,"Café - Kem, Sinh tố - Nước ép", 07:00 - 23:00,1,0,1,
Quán Mộc - Bò Tơ - KĐT Nam Cường,95.000đ - 300.000đ,7.3                        ,Nhà hàng,"Tầng 1, CT2A KĐT Nam Cường, Ngõ 234 Hoàng Quốc Việt, Quận Bắc Từ Liêm, Hà Nội",12,"Bò nướng, Cơm Chiên, Thịt Bò, Cháo, Cơm", 09:00 - 23:00,0,0,0,"Rau Muống Luộc-35,000|Khoai Lang Chiên-55,000|Rau Mồng Tơi Xào-35,000|Rau Muống Xào-35,000|Rau Mồng Tơi Luộc-35,000|Dưa Chuột Chẻ-20,000|Lạc Rang-20,000|Bò Tơ Hấp Cuốn Rau Rừng-185,000|Đuôi Bò Chặt-130,000|Lòng Bò Áp Chảo-110,000"
Quán Cô Yến - Chả Rươi & Các Món Nhậu,30.000đ - 100.000đ,7.4                        ,Quán nhậu,"5B Ô Quan Chưởng, Quận Hoàn Kiếm, Hà Nội",1,Ăn vặt - Ăn nhẹ, 10:00 - 22:00,0,0,0,
Thanh Mai - Bánh Tôm Phủ Tây Hồ,20.000đ - 100.000đ,8.0                        ,Quán ăn,"61 Ngõ 50 Đặng Thai Mai, P. Quảng An, Quận Tây Hồ, Hà Nội",1,"Bún, Bánh - Kẹo, Bánh bèo, Đặc sản vùng, Ăn vặt - Ăn nhẹ, Nem, Bánh tằm", 07:00 - 21:00,0,0,1,"Bánh Tôm 3 Cái-60,000|Bún Ốc-55,000|Bánh Bột Lọc 6 Cái-55,000|Nộm Bò-55,000|Bún Cá-55,000|Nem Ốc 5 Cái-65,000|Chim Bồ Câu Quay-150,000|Chim Cút Quay-27,500|Ốc Om Chuối Đậu-160,000|Bún chả ốc chấm-55,000"
Chè Juco,10.000đ - 20.000đ,7.7                        ,Ăn vặt/vỉa hè,"78 Lê Lợi, Quận Hà Đông, Hà Nội",12,"Chè, Ăn vặt - Ăn nhẹ", 09:30 - 21:00,0,0,0,"Chè Thái Thập Cẩm-18,000|Chè Thái Bưởi-18,000|Chè Bưởi-18,000|Chè Dừa Dầm-20,000|Chè Thái Khoai-18,000|Chè Thái-18,000|Chè Thái Sương Sa-18,000|Chè sầu-35,000|Chè Thái Ngô-18,000|Chè Thái Đậu ĐỎ-18,000"
Gà Rán KFC - Hoàng Quốc Việt,50.000đ - 110.000đ,6.5                        ,Nhà hàng,"106 Hoàng Quốc Việt, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",35,"Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,"Gà Rán (2 Miếng)-69,000|Gà Rán (3 Miếng)-103,000|Gà Rán (1 Miếng)-36,000|Hot Wings (5 Miếng)-76,000|Gà Quay (1 Miếng)-68,000|Hot Wings (3 Miếng)-49,000|Lipton Burger-62,000|Lipton Cơm Gà-62,000|Cơm Phi-Lê Gà Quay-43,000|Burger Zinger-51,000"
Bún Bò Huế Thu Sương - Khuất Duy Tiến,40.000đ - 50.000đ,6.5                        ,Quán ăn,"107 D1 Đầu Ngõ 5 Khuất Duy Tiến, Quận Thanh Xuân, Hà Nội",25,"Thịt Bò, Bún, Mì, Món nước, Bánh - Kẹo, Bánh tằm", 06:00 - 21:00,0,0,0,"Mỳ Quảng Bò Trộn + Coca-68,000|Bún Thịt Nướng Trộn + Coca-68,000|Mỳ Quảng Gà Trộn + Coca-68,000|Bún  gân  mọc tiết-60,000|Bún bò chín mọc-60,000|Bún thập cẩm móng giò-60,000|Bún luõi  mọc tiết-60,000|Hộp rau thêm -5,000|Mỳ Quảng Bò trộn-60,000|Mỳ Quảng Gà trộn-60,000"
Phát Ký Mì Gia,30.000đ - 65.000đ,7.1                        ,Quán ăn,"57 Tô Hiến Thành, Quận Hai Bà Trưng, Hà Nội",43,"Bún, Hủ tiếu, Mì, Món nước, Miến, Hoành Thánh - Vằn Thắn, Dimsum", 07:30 - 13:30 | 17:00 - 21:30,0,0,1,"Mỳ Hoành Thánh-60,000|Mỳ Vịt Tiềm-110,000|Mỳ Bò Kho-80,000|Hoành Thánh Rau Cải-60,000|Mỳ Xá Xíu Trộn Khô-60,000|Mỳ Thập Cẩm-80,000|Hủ Tiến Xào Bò Kiểu Hồng Kông-90,000|Mỳ Tôm Tươi-80,000|Hủ Tiếu Thập Cẩm-80,000|Miến Xào Hải Sản-100,000"
Super Tiger - Sữa Tươi Trân Châu Đường Đen - An Hưng,30.000đ - 50.000đ,7.6                        ,Café/Dessert,"LK16-37 KĐT An Hưng (Sau CT1 The Pride Hải Phát), P. Dương Nội, Quận Hà Đông, Hà Nội",19,"Trà, Thức uống, Trà sữa, Sữa", 08:00 - 22:00,1,0,1,"  Hot Combo 3 Sữa Tươi Trân Châu Đường Đen Size M-120,800|Sữa Tươi Trân Châu Đường Đen M-32,000|Sữa Tươi Trân Châu Đường Đen L-40,000|Socola trân châu đường đen L-40,800|Socola trân châu đường đen (M)-36,000|Sữa Tươi Trân Châu Đường Đen Phủ Kem Sữa (M)-40,800|Sữa Tươi Trân Châu Đường Đen Phủ Kem Sữa (L)-48,000|Sữa Tươi Trân Châu Ngọc Trai Đen (M)-31,200|Sữa Tươi Trân Châu Ngọc Trai Đen (L)-38,400|Socola Trân Châu Đường Đen Phủ Kem Sữa (L)-48,000"
Bánh Mì Minh Minh - Bánh Mì Chảo - Sài Đồng,15.000đ - 35.000đ,9.2                        ,Quán ăn,"37 Ngõ 42 Sài Đồng, P. Sài Đồng, Quận Long Biên, Hà Nội",1,"Bánh mì, Xôi, Beefsteak - Bò né, Thịt Bò, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Cơm", 08:00 - 22:00,0,0,1,"Nem Chua Rán-35,000|PHOMAI QUE [ Set Nhỏ 3 Que ]-30,000|Xúc Xích Đức Việt -13,000|Lạp Xưởng Tươi-15,000|Khoai Tây Chiên-30,000|XÔI [ Thập Cẩm ]-33,000|XÔI [ Pate,Thịt Kho,Trứng Kho ]-33,000|XÔI [ Pate Chả Trứng Kho ]-33,000|XÔI [  Xúc Xích ,Lạp Xưởng ]-33,000|XÔI [ Pate Thịt Nướng ]-33,000"
Út Thúy - Gỏi Cuốn Sài Gòn,20.000đ - 55.000đ,7.5                        ,Quán ăn,"Hồ Tai Trâu, Ngõ 27 Long Biên 1, Quận Long Biên, Hà Nội",20,"Bánh - Kẹo, Gỏi, Ăn vặt - Ăn nhẹ, Bánh xèo", 10:00 - 22:00,0,0,0,"Set 3 Cái Gỏi Cuốn Tôm Thịt-35,000|Set bánh xèo 2 cái-30,000|Cút Lộn Xào Me-30,000|Set 05 Cái Gỏi Cuốn Tôm Thit-58,000|01 Bánh Tráng Trộn Thập Cẩm-25,000|Set 4 Gỏi Cuốn Thit( Không Tôm)-40,000|O1 Cốc ( Túi) Bánh Tráng Trộn Sả Tế Khoảng 200gr ( hành + Muối tôm +…-19,000|01 Cốc ( Túi) Bánh Tráng Trộn Ngũ Vị Khoảng 20gr Gồm Muối+ Hành+…-22,000"
Loving Hut - Cơm Chay - Chùa Láng,30.000đ - 77.000đ,6.8                        ,"Nhà hàng, Ăn chay","6/10 ngõ 121 Chùa Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",81,"Bún, Món chay, Cơm", 17:30 - 21:00 | 10:00 - 14:00,1,0,1,"Cá Kho Tộ-55,000|Thịt3 chỉ kho tàu-55,000|Sườn dừa Sốt Trái Thơm-59,000|Chả Quế Rim Tiêu-49,000|Sườn dừa sốt Chua Ngọt-59,000|Giò Rim tiêu-49,000|Dồi Chay Việt -59,000|Tôm Đồng Chay Chiên Vừng-49,000|Bò Xào Lúc Lắc-59,000|Bò Xào Cần Tỏi Dứa-59,000"
Pizza Sunflower - 100% Pizza Tươi,80.000đ - 160.000đ,6.7                        ,Shop Online,"18 Ngách 27 Ngõ 350 Kim Giang, P. Đại Kim, Quận Hoàng Mai, Hà Nội",7,"Pizza & Pasta, Fastfood - Thức ăn nhanh", 08:00 - 22:00,0,0,0,"Pizza Hải Sản - Cỡ Vừa-88,400|Pizza Sunflower - Cỡ Vừa-88,400|Pizza Bò Với Jambon - Cỡ Vừa-88,400|Pizza Hawaii - Cỡ Vừa-83,200|Pizza Phủ Phô Mai - Cỡ Vừa-88,400|Pizza Các Loại Thịt - Cỡ Vừa-88,400|Pizza Xúc Xích Tỏi Salami - Cỡ Vừa-88,400|Pizza Gà Sốt Tương Teriyaki - Cỡ Vừa-83,200|Pizza Thập Cẩm - Cỡ Vừa-88,400|Pizza Phủ Thịt Nguội - Cỡ Vừa-88,400"
Giờ Thứ 9 - Chả Cá Lăng,10.000đ - 110.000đ,9.0                        ,Nhà hàng,"40 Ngõ 1 Nguyễn Thị Định, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",1,"Hải sản, Cá", 09:00 - 22:00,1,0,1,"Súp Hải Sản-40,000|Súp Gà-30,000|Súp Ngô-30,000|Nộm Gà Hoa Chuối-70,000|Nộm Bò Bóp Thấu-75,000|Nộm Sứa-70,000|Salad Cà Chua Dưa Chuột-45,000|Mướp Đắng Ruốc-40,000|Khoai Tây Chiên-45,000|Khoai Tây Chiên Tôm-60,000"
Pizza Xtrum - Nguyễn Đức Cảnh,40.000đ - 372.000đ,6.1                        ,Quán ăn,"104 Nguyễn Đức Cảnh, P. Tương Mai, Quận Hoàng Mai, Hà Nội",14,"Pizza & Pasta, Fastfood - Thức ăn nhanh", 09:00 - 22:30,1,0,1,"Combo Hambuger Bò/gà Kèm Khoai Tây Lắc Phomai-80,000|Combo Hambuger Bò/gà Kèm Khoai Tây Chiên-70,000|Khoai Tây Chiên-35,000|Hambuger Bò/gà-39,000|Khoai Tây Chiên Lắc Phô Mai-45,000|Pizza Pineapple-80,000|Pizza Double Cheese-60,000|Pizza Ocean-80,000|Pizza Beef BBQ And Sausage-90,000|Pizza Beef Sauce BBQ-80,000"
Lotteria - Lotte Center,30.000đ - 120.000đ,6.9                        ,Nhà hàng,"Tầng B1F, Lotte Center, 54 Liễu Giai, Quận Ba Đình, Hà Nội",59,"Thịt Gà, Gà rán, Hamburger, Bún, Mì, Cơm văn phòng, Cơm, Fastfood - Thức ăn nhanh", 09:00 - 21:00,1,0,1,"Combo Sum Vầy 1-139,000|Combo Sum Vầy 2-179,000|Combo Sum Vầy 3-239,000|Cơm Gà Nướng-35,000|Cơm Gà Nướng Góc Tư-40,000|Gà Nướng-30,000|Gà Nướng Góc Tư-35,000|Gà Tuyết Vàng Phần-95,000|Gà Tuyết Vàng 1 Miếng-39,000|Gà Tuyết Vàng 3 Miếng-115,000"
Pizza 4P's - Pizza Kiểu Nhật - Keangnam Landmark 72,100.000đ - 500.000đ,8.3                        ,Nhà hàng,"Lầu 1 Keangnam Hanoi Landmark 72, Phạm Hùng, Quận Nam Từ Liêm, Hà Nội",6,Pizza & Pasta, 10:00 - 22:00,1,0,1,
Ốc Tô Sài Gòn - Gầm Cầu Láng Hạ,30.000đ - 75.000đ,1.0                        ,Quán ăn,"135 Láng Hạ, P. Láng Hạ, Quận Đống Đa, Hà Nội",1,"Tôm, Cua - Ghẹ, Bún, Hải sản, Bào Ngư, Mì, Nghêu - Sò - Ốc , Mực, Ăn vặt - Ăn nhẹ, Nem", 10:00 - 23:00,0,0,0,"Ốc Hương Sốt Trứng Muối-160,000|Ốc Hương Sốt Bơ Tỏi-160,000|Ốc Hương Cháy Tỏi-160,000|Ốc Hương Sốt Bơ Cay-160,000|Ốc Hương Hấp Sả-160,000|Ốc Hương Rang Muối-160,000|Ốc Hương Rang Me-160,000|Ốc Hương Hấp Thái-160,000|Ốc Móng Tay Xào Rau Muống-110,000|Ốc Móng Tay Sốt Bơ Tỏi-110,000"
Chè Mỏ Khoét - Ăn Vặt Các Loại,10.000đ - 20.000đ,7.0                        ,Ăn vặt/vỉa hè,"3 Ngõ 185 Chùa Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",23,"Chè, Ăn vặt - Ăn nhẹ", ,0,0,0,"Chè dừa non lá nếp Caramen-25,000|Sữa Chua Thạch Lá Nếp-20,000|Tào Phớ Thập Cẩm-20,000|Chè Thái bưởi-20,000|Sữa Chua Nha Đam Mít-20,000|Chè dừa non hạt đác-25,000|Sữa Chua Caramen-20,000|Chè khúc bạch-25,000|Sữa Chua Mít-20,000|Sữa chua caramen mít-25,000"
Bi Cafe - Phố Vọng,20.000đ - 30.000đ,7.6                        ,Café/Dessert,"160 Phố Vọng, P. Phương Liệt, Quận Hai Bà Trưng, Hà Nội",1,Café - Kem, 09:00 - 22:00,0,0,1,
Phở Thìn - Mỹ Đình,60.000đ - 200.000đ,4.2                        ,Quán ăn,"Tầng 1 CT9 Mỹ Đình, P. Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",1,"Phở, Món nước", 06:00 - 22:30,1,0,1,"Quẩy Nóng-3,000|Phở Tái Lăn Truyền Thống-70,000|Phở Bò Tái-55,000|Phở Nạm Gầu-60,000|Phở Tái Nạm-60,000|Trứng Chần-10,000|Phở Tái Bắp-70,000|Phở Sốt Vang-65,000|Phở Tái Lăn Đặc Biệt-120,000|Sốt Vang-75,000"
Bánh Cuốn Cao Bằng - Nguyễn Văn Lộc,20.000đ - 35.000đ,6.0                        ,Quán ăn,"LK16B1 Làng Việt Kiều Châu Âu, Nguyễn Văn Lộc, Quận Hà Đông, Hà Nội",11,"Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ", 05:30 - 21:00,0,0,0,"Bánh cuốn   (Đầy đủ )-45,000|Trà đào-15,000|Trà tắc-15,000|Bò húc-20,000|Pessi-15,000|Măng  Ớt-120,000|Ngô nếp mật ong-70,000|Nấm hương-120,000|Miến rong nguyên chất ( cao bằng)-160,000"
