name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price
Huy Bếp - Lẩu Cháo Chim,150000 - 200000,7.3,Nhà hàng,"2 Ngõ 20 Ngô Quyền, P. Vạn Phúc, Quận Hà Đông, Hà Nội",3,"Thịt Bò, Xôi, Lẩu, Cơm", 09:00 - 22:00,1,0,1,Thịt Bò Xôi Lẩu Cơm; Thịt Bò Xôi Lẩu Cơm; Chim Rẽ NướngChim Rẽ Xào Sả ỚtLẩu Cháo Chim RẽLẩu Cháo Chim CâuChim Câu QuayChim Câu Nướng Lá ChanhLẩu Chim Câu Thuốc BắcGà Già NướngGà Già Xào LănGà Già Xào Dưa Chua,150000,200000,175000.0
Phương Nga - Gà Tần & Chim Câu,25000 - 50000,7.4,Quán ăn,"310 Bạch Mai, P. Bách Khoa, Quận Hai Bà Trưng, Hà Nội",3,"Thịt Gà, Bồ Câu, Bún, Mì, Gà ác/gà hầm, Đặc sản vùng", 07:30 - 21:30,0,0,0,Thịt Gà Bồ Câu Bún Mì Gà ác/gà hầm Đặc sản vùng; Thịt Gà Bồ Câu Bún Mì Gà ác/gà hầm Đặc sản vùng; Gà TầnMì Gà Tần,25000,50000,37500.0
Gà Rán KFC - Tây Sơn,30000 - 88000,6.7,Nhà hàng,"292 Tây Sơn, Quận Đống Đa, Hà Nội",85,"Thịt Gà, Gà rán, Hamburger, Ăn vặt - Ăn nhẹ, Thức uống, Nước ngọt, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,Thịt Gà Gà rán Hamburger Ăn vặt  Ăn nhẹ Thức uống Nước ngọt Fastfood  Thức ăn nhanh; Thịt Gà Gà rán Hamburger Ăn vặt  Ăn nhẹ Thức uống Nước ngọt Fastfood  Thức ăn nhanh; Combo KFC Phát LộcCombo KFC Lộc PhátGà Rán ( Miếng)Gà Rán ( Miếng)Gà Rán ( Miếng)Hot Wings ( Miếng)Gà Quay ( Miếng)Hot Wings ( Miếng)Cơm PhiLê Gà QuayBurger Zinger,30000,88000,59000.0
Thạch Trà Rau Câu Trân Châu - Trung Tự,15000 - 20000,8.0,Ăn vặt/vỉa hè,"Sân Tập Thể C10 Trung Tự, Phạm Ngọc Thạch, Quận Đống Đa, Hà Nội",1,Ăn vặt - Ăn nhẹ, 14:00 - 18:00,0,0,0,,15000,20000,17500.0
Mì Gia Phúc Kiến,20000 - 50000,6.9,Quán ăn,"116 Trần Nhật Duật , Quận Hoàn Kiếm, Hà Nội",19,"Bún, Hủ tiếu, Mì, Món nước, Miến, Hoành Thánh - Vằn Thắn, Sủi cảo", 06:30 - 12:45 | 16:00 - 23:00,0,0,0,Bún Hủ tiếu Mì Món nước Miến Hoành Thánh  Vằn Thắn Sủi cảo; Bún Hủ tiếu Mì Món nước Miến Hoành Thánh  Vằn Thắn Sủi cảo; Mỳ Vằn ThắnSủi Cảo MỳHủ Tiếu KhôMỳ KhôSủi CảoSủi Cảo ChiênQuẩyHủ TiếuVằn Thắn,20000,50000,35000.0
Lê Thịnh - Xôi Chè Phố Cổ,15000 - 33000,7.2,Ăn vặt/vỉa hè,"26 Gia Ngư, P. Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",16,"Xôi, Chè, Ăn vặt - Ăn nhẹ", 07:00 - 19:00,0,0,0,Xôi Chè Ăn vặt  Ăn nhẹ; Xôi Chè Ăn vặt  Ăn nhẹ; Chè Cốm (nhỏ)Xôi cốm (nhỏ)Xôi cốm (to)Chè KhoXôi gấc (nhỏ)Chè Con OngChè Cốm (to)Xôi gấc (to)Bánh chưng (nhỏ)Bánh chưng (to),15000,33000,24000.0
BBQ Cơm Sườn Phố Cổ - Trần Đại Nghĩa,20000 - 100000,4.5,Quán ăn,"241 Trần Đại Nghĩa, P. Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",11,"Cơm Chiên, Cơm", 10:00 - 14:00 | 17:00 - 21:30,0,0,0,Cơm Chiên Cơm; Cơm Chiên Cơm; Cơm Đảo XíuCơm Đảo SườnCơm Đảo GàCơm Đảo Cá KhoCơm đảo bò gaguCơm Xá Xíu BBq Truyền ThốngCơm Sườn Nướng BBQ Truyền ThốngCơm Cá Kho BBQ Truyền ThốngCơm Đùi Gà Nướng Truyền ThốngCơm bò gagu,20000,100000,60000.0
Hải Yến - Mì Vằn Thắn & Sủi Cảo,25000 - 30000,7.8,Quán ăn,"136 Đông Các, P. Ô Chợ Dừa, Quận Đống Đa, Hà Nội",8,"Món nước, Mì", 06:00 - 21:00,0,0,0,Món nước Mì; Món nước Mì; Mì Vằn ThắnMỳ vằn thắn trộnSủi cảo đây đủ(không mỳ)Sữa đậu nànhCocaColaSủi cảoHá cảo chiênQuẩyKim chiHộp đựng nước dùng,25000,30000,27500.0
Cơm Rang Tiểu Minh - Tam Trinh,25000 - 40000,1.9,Quán ăn,"18 Tam Trinh (Đối Diện Chợ Mai Động), P. Mai Động, Quận Hoàng Mai, Hà Nội",3,"Phở, Cơm Chiên, Bún, Mì, Cơm", 10:00 - 22:00,0,0,0,Phở Cơm Chiên Bún Mì Cơm; Phở Cơm Chiên Bún Mì Cơm; Cơm Rang Thập CẩmCơm Rang Dưa BòCơm Rang Cải BòPhở XàoCơm Rang GàMỳ XàoCơm rang trứngCoca LonBò HúcFanta Lon,25000,40000,32500.0
Bún Bò Huế - Âu Cơ,30000 - 60000,7.0,Quán ăn,"69 Ngõ 124 Âu Cơ, P. Tứ Liên, Quận Tây Hồ, Hà Nội",5,"Bún, Món nước", 07:00 - 15:00,0,0,0,Bún Món nước; Bún Món nước; Bún Bò Huế,30000,60000,45000.0
Mai Gia Food - Bánh Cuốn Tôm Thịt - KĐT Xa La,20000 - 40000,4.3,Quán ăn,"Ki Ốt 8 Tòa CT2A KĐT Xa La, P. Phúc La, Quận Hà Đông, Hà Nội",4,"Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh", 06:00 - 21:00,0,0,0,Bánh ướt Bánh  Kẹo Bánh cuốn Ăn vặt  Ăn nhẹ Fastfood  Thức ăn nhanh; Bánh ướt Bánh  Kẹo Bánh cuốn Ăn vặt  Ăn nhẹ Fastfood  Thức ăn nhanh; Bánh Cuốn Nhân Tôm ThịtBánh Cuốn Nhân Thịt(không Có Tôm)Bánh Cuốn Trứng Ốp Nhân Thịt( Không Có Tôm)Bánh cuốn trứng ốp không nhânKhô Heo Cháy Tỏi Ụt ỊtHành Khô Phi (lạng)Khô Gà Cục Tác Lá ChanhBánh Cuốn ChayBánh Cuốn Trứng ốp Nhân Tôm ThịtBánh Cuốn Trứng Cuộn Nhân Tôm Thịt,20000,40000,30000.0
Bún Riêu Cá Trường Sa - Trung Liệt,20000 - 50000,6.7,Quán ăn,"43 Trung Liệt, P. Trung Liệt, Quận Đống Đa, Hà Nội",2,"Tôm, Bún, Hải sản, Món nước, Cá, Đặc sản vùng", 07:00 - 22:00,0,0,0,Tôm Bún Hải sản Món nước Cá Đặc sản vùng; Tôm Bún Hải sản Món nước Cá Đặc sản vùng; Bún Thập CẩmBún CáBún Hải SảnBánh Đa Hải SảnBánh Đa CáBún Đặc BiệtBún Cá Giò TaiCá ChiênBún Chả Cá Thác LácBún Bề Bề,20000,50000,35000.0
Bún Chả Gánh - Nguyễn Hoàng,10000 - 45000,9.8,Quán ăn,"75 Nguyễn Hoàng, P. Mỹ Đình, Quận Nam Từ Liêm, Hà Nội",4,"Bún, Ăn vặt - Ăn nhẹ, Nem", 07:00 - 21:00,0,0,0,Bún Ăn vặt  Ăn nhẹ Nem; Bún Ăn vặt  Ăn nhẹ Nem; Bún Chả + Nem Rán + Coca mlBún Chả + Nem Rán + Sprite mlBún Chả + Sprite mlBún Chả + Coca Lon mlBún Chả +  Nem Rán + Coca mlBún ChảNem ThịtThêm BúnBia Hà Nội LonCoca Lon,10000,45000,27500.0
Phở Gà Bún Thang - Đào Tấn,30000 - 55000,5.3,Quán ăn,"58 Đào Tấn, Quận Ba Đình, Hà Nội",4,"Phở, Bún", 05:30 - 13:30 | 17:30 - 21:30,0,0,0,,30000,55000,42500.0
Ngọc Tuyền - Bún Thang,35000 - 66000,6.6,Quán ăn,"58 Đào Tấn, Quận Ba Đình, Hà Nội",4,"Bún, Món nước", 08:00 - 22:30,0,0,0,,35000,66000,50500.0
King BBQ - Vua Nướng Hàn Quốc - Hồ Gươm Plaza,199000 - 329000,6.9,Buffet,"Tầng 1, Hồ Gươm Plaza, Trần Phú, Quận Hà Đông, Hà Nội",42,"Thịt Gà, Thịt Bò, Thịt Heo, Hải sản, Lẩu", 10:00 - 21:00,1,0,1,Thịt Gà Thịt Bò Thịt Heo Hải sản Lẩu; Thịt Gà Thịt Bò Thịt Heo Hải sản Lẩu; Cơm bò xào trứng lòng đàoCơm Bò lúc lắc Hàn QuốcCơm Gà BBQ Hàn QuốcCơm Gà sốt chanh kiểu TháiCơm Bạch Tuộc xào sốt cayGà BBQ Hàn Quốc,199000,329000,264000.0
Muối Tiêu Cafe & Bakery,75000 - 150000,6.7,Café/Dessert,"5 Hội Vũ, Quận Hoàn Kiếm, Hà Nội",4,"Café - Kem, Sinh tố - Nước ép, Thức uống", 08:00 - 17:00,0,0,1,,75000,150000,112500.0
Bánh Mì Phương Anh - Nghĩa Tân,10000 - 40000,7.2,"Ăn vặt/vỉa hè, Quán ăn","9 Nghĩa Tân, P. Nghĩa Tân, Quận Cầu Giấy, Hà Nội",2,"Bánh mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Cá/bò viên", 07:00 - 21:00,0,0,0,Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ Cá/bò viên; Bánh mì Bánh  Kẹo Ăn vặt  Ăn nhẹ Cá/bò viên; Bánh Mỳ Doner KebabBánh Mỳ QueBánh Mỳ Pate Thập CẩmBánh GiòBánh BaoBánh Mỳ Pate Xúc XíchXúc Xích NướngBánh Mỳ Pate Trứng  QuảTrứng Ngải CứuBánh Mỳ Trứng,10000,40000,25000.0
Bánh Bao Nóng Chi Béo - Hàng Bông,6000 - 15000,6.2,Ăn vặt/vỉa hè,"184 Hàng Bông, P. Hàng Bông, Quận Hoàn Kiếm, Hà Nội",6,"Bánh bao, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 08:00 - 20:00,0,0,0,Bánh bao Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh bao Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh Bao Nhân Thịt  Trứng CútBánh Bao Nhân Gà Xào NấmBánh Bao Xá Xíu Phô MaiBánh Bao Thịt  Trứng Cút hộp cBánh Bao Gà Nấm hộp cBánh Bao Xá Xíu Phô Mai hộp cSữa Đậu Nành (Có Đường)Bò HúcLavieCocacola,6000,15000,10500.0
Sunrise - BBQ & Hotpot,50000 - 250000,7.9,Nhà hàng,"716 Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",5,"Bò nướng, Thịt Bò, Lẩu", 09:00 - 23:00,1,0,1,,50000,250000,150000.0
BBQ Garden - Phố Huế,200000 - 500000,7.1,Nhà hàng,"163 Phố Huế, Quận Hai Bà Trưng, Hà Nội",42,"Thịt Gà, Nấm, Thịt Bò, Hải sản, Thức uống", 09:00 - 22:30,1,0,1,,200000,500000,350000.0
Sakaku BBQ - Times City,30000 - 400000,7.5,Quán ăn,"Tầng Hầm B1 - D3 - 22A, Times City, 458 Minh Khai, Quận Hai Bà Trưng, Hà Nội",2,Lẩu, 09:00 - 21:00,1,0,1,,30000,400000,215000.0
Cháo Trai - Nguyễn Văn Ngọc,10000 - 20000,8.5,Ăn vặt/vỉa hè,"42 Nguyễn Văn Ngọc, P. Cống Vị, Quận Ba Đình, Hà Nội",2,"Xôi, Cháo, Ăn vặt - Ăn nhẹ, Nem", 11:00 - 19:00,0,0,0,Xôi Cháo Ăn vặt  Ăn nhẹ Nem; Xôi Cháo Ăn vặt  Ăn nhẹ Nem; Cháo TraiCháo Sườn SụnVịt LộnChè Đỗ ĐenTrứng Lá NgảiBánh Mì Thịt XiênCút LộnNước Mía,10000,20000,15000.0
Ding Tea - Bạch Mai,25000 - 60000,6.4,Café/Dessert,"425 Bạch Mai, P. Bạch Mai, Quận Hai Bà Trưng, Hà Nội",10,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:00 - 23:00,1,0,1,Trà Sinh tố  Nước ép Thức uống Trà sữa Sữa; Trà Sinh tố  Nước ép Thức uống Trà sữa Sữa; Dâu sữaXoài sữaĐào sữaVải sữaSocolaMatchaKhoai môn LatteMatcha LatteHồng Trà LatteChocolate Latte,25000,60000,42500.0
Cowboy Jack's Saloon American Dining - Mipec Tower,100000 - 200000,7.5,Nhà hàng,"Mipec Tower, 229 Tây Sơn, Quận Đống Đa, Hà Nội",212,"Hamburger, Lẩu, Pizza & Pasta, Salad, Fastfood - Thức ăn nhanh", 10:00 - 20:30,1,0,1,Hamburger Lẩu Pizza & Pasta Salad Fastfood  Thức ăn nhanh; Hamburger Lẩu Pizza & Pasta Salad Fastfood  Thức ăn nhanh; Cheesy Beef Pizza ( Size M)Stuffed Bacon Pizza ( Size M)Stuffed Beef Pizza ( Size  M)Stuffed Ham & Pineapple ( Size M)Stuffed Sausage Pizza ( Size M)XÚC XÍCHCHEESEBACONBEEFSốt các loại dùng thêm,100000,200000,150000.0
Pizza Hut - Thái Thịnh,50000 - 300000,6.5,Nhà hàng,"152 Thái Thịnh, P. Láng Hạ, Quận Đống Đa, Hà Nội",17,"Cơm Chiên, Pizza & Pasta, Cơm, Xúc xích, Fastfood - Thức ăn nhanh", 07:00 - 22:00,1,0,1,Cơm Chiên Pizza & Pasta Cơm Xúc xích Fastfood  Thức ăn nhanh; Cơm Chiên Pizza & Pasta Cơm Xúc xích Fastfood  Thức ăn nhanh; Pizza Lẩu Hải Sản  MY BOX K MY BOX K  MY BOX K (RE)MY BOX KMY BOX K (P) Pizza Hải Sản Xốt PestoPizza Thịt Và Xúc XíchPizza Bò BBQ Xốt Cay Hàn QuốcPizza Hawaiian,50000,300000,175000.0
Tiệm Bánh Nhật Bản Laetitia - Trà Sữa Light Bulb - Nguyễn Hữu Huân,20000 - 100000,7.5,Tiệm bánh,"86 Nguyễn Hữu Huân, Quận Hoàn Kiếm, Hà Nội",13,Bánh - Kẹo, 09:00 - 22:00,0,0,0,,20000,100000,60000.0
Bếp Mẹ Shin - Súp Cua Online - Nguyễn An Ninh,25000 - 50000,7.5,Shop Online,"2P9 Ngõ 91 Nguyễn An Ninh, P. Tương Mai, Quận Hoàng Mai, Hà Nội",2,"Chè, Cháo", 10:00 - 22:30,0,0,0,Chè Cháo; Chè Cháo; Siro Mận Hậu mlSúp Chay Ngô NấmNước sấu đáSúp Cua Đặc Biệt size lớnSúp Cua Óc HeoSúp CuaSúp Cua Bắc ThảoSúp Cua TômSúp Cua Óc Heo Trứng Bắc ThảoSúp Cua Thanh Cua,25000,50000,37500.0
Hoa Quả Dầm Chúc Nguyên,20000 - 50000,8.6,Ăn vặt/vỉa hè,"54 Phố Chùa Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",10,"Chè, Ăn vặt - Ăn nhẹ, Trái cây", 09:00 - 23:30,0,0,0,Chè Ăn vặt  Ăn nhẹ Trái cây; Chè Ăn vặt  Ăn nhẹ Trái cây; Hoa Quả Dầm Sữa ChuaNEM CHUA RÁNHoa Quả Dầm CaramelSỮA CHUA MÍTXOÀI LẮC MIỀN TÂYXOÀI BAO TỬ SỐT THÁIXOÀI CHẤM SỐT THÁIBÁNH TRÁNG TRỘNCARAMEN MÍT THẬP CẨMDỪA DẦM  HẢI PHÒNG ĐB,20000,50000,35000.0
Trà Sữa Tocotoco - AEON Mall Long Biên,25000 - 60000,5.7,Café/Dessert,"Tầng 3, AEON Mall Long Biên, 27 Cổ Linh, P. Long Biên, Quận Long Biên, Hà Nội",20,"Trà, Thức uống, Trà sữa, Sữa", 09:00 - 21:00,1,0,1,Trà Thức uống Trà sữa Sữa; Trà Thức uống Trà sữa Sữa; COMBO TRÀ SỮA MUA  TẶNG Tặng Bình Trọn Combo Ăn vặt kTrà Sữa Trân Châu Hoàng GiaTrà Sữa Ba Anh EmTrà Sữa PandaSữa Tươi Trân Châu Đường HổTrà Sữa Kim Cương Đen OkinawaTrà Sữa Hạnh PhúcTrà Dâu Tằm Pha Lê Tuyết,25000,60000,42500.0
Karaoke Cafe A.Em,30000 - 150000,7.6,"Café/Dessert, Karaoke","32b Cao Bá Quát, Quận Ba Đình, Hà Nội",1,"Café - Kem, Thức uống", 09:00 - 01:00,0,0,0,,30000,150000,90000.0
Vua Chả Cá - Lê Đức Thọ,50000 - 500000,6.4,Nhà hàng,"12A1 Lê Đức Thọ, P. Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",4,"Hải sản, Chè, Cá, Salad, Đặc sản vùng", 10:30 - 23:00,1,0,1,Hải sản Chè Cá Salad Đặc sản vùng; Hải sản Chè Cá Salad Đặc sản vùng; COMBO  Chả CáCOMBO  Đặc BiệtCOMBO  Chả CáCOMBO  Đặc BiệtCOMBO  Chả Cá Chả Cá Lăng Đặc BiệtLòng CáLòng Cá Lăng Đặc BiệtChả Cá Chè Bưởi Đặc Biệt,50000,500000,275000.0
Bảo Minh - Đặc Sản Bánh Cốm Hàng Than,50000 - 500000,7.2,Tiệm bánh,"12 Hàng Than, Quận Ba Đình, Hà Nội",16,"Chè, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Bánh tằm", 08:00 - 21:00,1,0,1,Chè Bánh  Kẹo Ăn vặt  Ăn nhẹ Nem Bánh tằm; Chè Bánh  Kẹo Ăn vặt  Ăn nhẹ Nem Bánh tằm; Mứt dừa sợi nhỏ gMứt gừng nướng mật ong gMứt dừa sợi to gMứt lạc túi gMứt lục giác gMứt quai xách gMứt lạc hộp gHộp mứt quai xách gHộp mứt mica gHộp mứt mica g,50000,500000,275000.0
Mì Cay Seoul - Chùa Láng,35000 - 50000,3.4,Quán ăn,"120 Chùa Láng, P. Láng Thượng, Quận Đống Đa, Hà Nội",1,"Bún, Mì, Món nước, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 09:00 - 21:00,1,0,1,Bún Mì Món nước Ăn vặt  Ăn nhẹ Nem Cá/bò viên; Bún Mì Món nước Ăn vặt  Ăn nhẹ Nem Cá/bò viên; Mì Kim Chi Bò MỹMỳ Kim Chi BòMỳ Kim Chi Hải SảnMỳ Kim Chi Thập CẩmMỳ Kim Chi Sườn SụnMỳ kim chi xúc xíchMì Kim Chi Bạch TuộcMì Kim Chi GàMỳ kim chi cáMỳ Tương Đen,35000,50000,42500.0
Bún Riêu Cua - Ngõ Quỳnh,20000 - 50000,4.0,Quán ăn,"1 Ngõ Quỳnh, Quận Hai Bà Trưng, Hà Nội",1,"Bún, Món nước", 07:00 - 21:00,0,0,1,,20000,50000,35000.0
Anh Nghĩa - Bún Riêu Cua,30000 - 50000,7.6,Quán ăn,"1 Nguyễn Văn Huyên, Quận Cầu Giấy, Hà Nội",2,"Bún, Món nước", 07:00 - 14:00,0,0,0,,30000,50000,40000.0
Pepperonis Delivery Outlet - Nguyễn Văn Cừ,50000 - 200000,6.2,Nhà hàng,"374 Nguyễn Văn Cừ, P. Bồ Đề, Quận Long Biên, Hà Nội",7,Pizza & Pasta, 10:45 - 20:30,1,0,1,Pizza & Pasta; Pizza & Pasta; DAILY DEAL (PIZZA #)DAILY DEAL (#)# Hawaiian Size S# Bolognaise Size S# Seafood Maryland Size S# Cheesy Tuna Size S# Bolognaise Size L# Hawaiian Size L# BBQ Beef Size L# Sausage Supreme Size L,50000,200000,125000.0
Bún Riêu Cua - Phan Phù Tiên,25000 - 35000,8.0,Quán ăn,"6 Phan Phù Tiên, Quận Đống Đa, Hà Nội",5,Món nước, 06:00 - 13:00,0,0,0,,25000,35000,30000.0
PHÒ MÃ - Đội Cấn,50000 - 55000,9.3,Café/Dessert,"4/8 Ngõ 379 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội",2,"Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa", 08:00 - 22:00,0,0,0,Trà chanh Sinh tố  Nước ép Thức uống Trà sữa; Trà chanh Sinh tố  Nước ép Thức uống Trà sữa; Phò mã (Trà sữa ô long kem cheese)Tráng sĩ (Trà sữa ô long nhài)Chín Tầng Mây ( không áp dụng mua  tặng )Giai nhân (Trà sữa ô long cúc)Tơ hồng (Trà trái cây)Quận chúa (Sữa tươi đường đen)Combo NHƯ Ý (Tráng sĩ  Tầng Mây)  Tiết kiệm .HOÀNG BÀOGẤU PHÒ MÃTiết kiệm k ( gấu bằng  ly)TƯỚNG QUÂN,50000,55000,52500.0
Master Tea 美茶 - Lò Đúc,26000 - 50000,7.0,Café/Dessert,"168 Lò Đúc, P. Phạm Đình Hồ, Quận Hai Bà Trưng, Hà Nội",221,"Trà, Trà chanh, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 08:00 - 22:30,1,0,1,Trà Trà chanh Sinh tố  Nước ép Thức uống Trà sữa Sữa; Trà Trà chanh Sinh tố  Nước ép Thức uống Trà sữa Sữa; Sữa Tươi Trân Châu Đường Đen (M)Trà Đào Cam SảTrà Sữa Ú Ụ Topping Size LTrà Sữa Ú Ụ Topping Size MTrà Đào Cam Sả Trân Châu Trắng ĐÓNG CHAITrà Sữa Trân Châu Trắng ĐÓNG CHAITrà Cam Bưởi Trân Châu Trắng ĐÓNG CHAITrà Việt Quất Trân Châu Trắng ĐÓNG CHAITrà Xoài Trân Châu Trắng ĐÓNG CHAITrà  Kem Cheese Trân Châu Trắng ĐÓNG CHAI,26000,50000,38000.0
Gà Rán Kuccu - Đỗ Quang,50000 - 165000,6.8,Quán ăn,"23 Ngõ 26 Đỗ Quang, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",77,"Gà rán, Ăn vặt - Ăn nhẹ, Nem, Fastfood - Thức ăn nhanh", 10:00 - 14:00 | 17:00 - 23:00,1,0,1,Gà rán Ăn vặt  Ăn nhẹ Nem Fastfood  Thức ăn nhanh; Gà rán Ăn vặt  Ăn nhẹ Nem Fastfood  Thức ăn nhanh; Salad KuccuGà Chiên Mềm ( Miếng)Gà Chiên Xào CayGà Chiên Xào NgọtGà Rang MuốiGà Nửa Con Tẩm Sốt ( Miếng)Gà Nửa Con Chiên ( Miếng)Gà Một Con Nửa Chiên  Nửa Tẩm Sốt ( MiếngGà Một Con Chiên ( Miếng)Gà Một Con Tẩm Sốt ( Miếng),50000,165000,107500.0
Cơm Cháy Chà Bông Tý Chuột - Shop Online - Nguyễn Cao,65000 - 100000,10.0,Shop Online,"27 Ngõ 31 Nguyễn Cao, P. Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",13,"Cơm Cháy, Ăn vặt - Ăn nhẹ, Cơm", 08:00 - 22:00,0,0,0,Cơm Cháy Ăn vặt  Ăn nhẹ Cơm; Cơm Cháy Ăn vặt  Ăn nhẹ Cơm; Cơm Cháy Chà Bông (Vị Truyền Thống) grCơm Cháy Chà Bông ( Không Cay )gCơm cháy chà bông  ( Không Cay )grCơm Cháy Chà Bông ( Vị Truyền Thống ) gLạp Xưởng Tôm (gr) Lạp Xưởng Tươi (gr) Dâu Tây Sấy gr,65000,100000,82500.0
Phở Bát Đá - 37A Hùng Vương,220000 - 300000,9.8,Quán ăn,"37A Hùng Vương, P. Điện Biên, Quận Ba Đình, Hà Nội",1,Món nước, 06:00 - 10:00,0,0,1,,220000,300000,260000.0
Ăn Vặt Tôn Thất Thiệp - Ốc Luộc & Chân Gà Chiên Giòn,5000 - 28000,6.8,Ăn vặt/vỉa hè,"71 Tôn Thất Thiệp, P. Điện Biên, Quận Ba Đình, Hà Nội",22,"Thịt Gà, Hải sản, Nghêu - Sò - Ốc , Ăn vặt - Ăn nhẹ, Nem", 16:00 - 22:00,0,0,0,Thịt Gà Hải sản Nghêu  Sò  Ốc  Ăn vặt  Ăn nhẹ Nem; Thịt Gà Hải sản Nghêu  Sò  Ốc  Ăn vặt  Ăn nhẹ Nem; Chân Gà ChiênNem Chua RánCánh Gà Chiên Giòn,5000,28000,16500.0
Lẩu Gà Lá É É É Thắng Béo,40000 - 150000,8.0,Quán ăn,"111 E7 TT. Bách Khoa, Tạ Quang Bửu, P. Bách Khoa, Quận Hai Bà Trưng, Hà Nội",7,"Lẩu, Ăn vặt - Ăn nhẹ", 10:00 - 23:00,0,0,0,Lẩu Ăn vặt  Ăn nhẹ; Lẩu Ăn vặt  Ăn nhẹ; Lá É ThêmLẩu Gà Lá É (Nồi nhỏ nửa con gà)Lẩu Gà Lá É (Nồi To c Gà)Nấm thêmNgô ChiênSụn Gà Rang MuốiCánh Gà Chiên MắmKhoai Lang KénChân Gà Chiên MắmSụn Gà Chiên Mắm,40000,150000,95000.0
Cô Ngà - Bánh Mì Nem Khoai,20000 - 30000,8.0,Quán ăn,"6 Ngõ 28 Hương Viên, P. Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",19,"Bánh mì, Bún, Mì, Bánh - Kẹo, Ăn vặt - Ăn nhẹ", 06:00 - 19:30,0,0,0,Bánh mì Bún Mì Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh mì Bún Mì Bánh  Kẹo Ăn vặt  Ăn nhẹ; Bánh Mỳ Nem Khoai + CocaColaCocaCola lẻBánh Mỳ Nem Ngô + CocaCola  Bánh Mỳ Nem Khoai +  CocaCola Bánh Mỳ Nem Ngô + CocaCola  CocaCola lẻCocaCola chỉ ĐBánh Mỳ Nem Khoai + CocaColaCocaCola lẻBánh Mỳ Nem Ngô + CocaCola ,20000,30000,25000.0
Nhà Hàng Tuyết Thanh - Kim Đồng,200000 - 330000,6.9,Nhà hàng,"24 Kim Đồng, P. Trương Định, Quận Hoàng Mai, Hà Nội",5,"Thịt Gà, Tôm, Cua - Ghẹ, Thịt Bò, Thịt Heo, Hải sản, Cháo, Cá, Nghêu - Sò - Ốc , Súp, Mực, Salad, Chả giò, Gỏi, Đặc sản vùng, Ăn vặt - Ăn nhẹ, Rượu vang, Thức uống, Bia, Nước ngọt", 08:00 - 21:30,1,0,1,,200000,330000,265000.0
Nam An Quán - Ẩm Thực Huế,25000 - 39000,7.2,Quán ăn,"56 Nguyên Hồng, P. Láng Hạ, Quận Đống Đa, Hà Nội",36,"Bún, Món nước, Cơm", 07:00 - 21:30,0,0,0,,25000,39000,32000.0
