name,price,avgpoint,category,location,num_reviews,dish_categories,time_open,dieu_hoa,bong_da,wifi,cuisines,min_price,max_price,avg_price,menu,time1,time2,start_time1,end_time1,start_time2,end_time2
Bún Đậu Kẻ Mơ,20000 - 50000,6.6,Quán ăn,"173 Trung Kính, P. Yên Hoà, Quận Cầu Giấy, Hà Nội",28,"Trà, Đậu hũ, Bún, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên, Thức uống", 10:30 - 14:30 | 17:00 - 20:30,0,0,0,trà đậu hũ bún ăn vặt ăn nhẹ nem cá bò viên thức uống bún đậu đầy đủ bún đậu chả cốm thịt chân giò nem rán bún đậu chả cốm bún đậu thịt chân giò bún đậu mắm tôm chả cốm bún đậu thịt chân giò lòng non bún đậu thịt chân giò dồi bún đậu dồi chiên,20000,50000,35000.0,"Bún Đậu Đầy Đủ-52,000|Bún đậu chả cốm, thịt chân giò-47,000|Nem Rán-13,000|Bún Đậu Chả Cốm-37,000|Bún Đậu Thịt Chân Giò-40,000|Bún Đậu Mắm Tôm-30,000|Chả cốm-15,000|Bún đậu thịt chân giò, lòng non-47,000|Bún đậu thịt chân giò, dồi-47,000|Bún Đậu Dồi Chiên-42,000", 10:30 - 14:30 , 17:00 - 20:30,10:30:00,14:30:00,10:30:00,20:30:00
Cơm Rang & Phở Bò - Mỹ Đình,25000 - 30000,6.2,Quán ăn,"41 Ngõ 20 Mỹ Đình, P. Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",1,"Phở, Cơm Chiên, Bún, Thịt Bò, Mì, Đặc sản vùng, Cơm", 07:00 - 22:00,0,0,0,phở cơm chiên bún thịt bò mì đặc sản vùng cơm cơm rang dưa bò pepsi cơm rang đùi gà sốt pepsi cơm rang cải bò pepsi pepsi cơm rang gà rút xương cơm rang dưa bò cơm rang đùi gà sốt cơm rang cải bò cơm rang thập cẩm cơm rang sốt sườn,25000,30000,27500.0,"Cơm Rang Dưa Bò + 1 Pepsi-45,000|Cơm Rang Đùi Gà Sốt + 1 Pepsi-48,000|Cơm Rang Cải Bò + 1 Pepsi-45,000|Pepsi-15,000|Cơm Rang  Gà Rút Xương-40,000|Cơm Rang Dưa Bò-40,000|Cơm Rang Đùi Gà Sốt-40,000|Cơm Rang Cải Bò-40,000|Cơm Rang Thập Cẩm-35,000|Cơm Rang Sốt Sườn-40,000", 07:00 - 22:00,,07:00:00,22:00:00,07:00:00,
Ngọc Thạch Quán - Tô Hiệu,15000 - 30000,5.8,Ăn vặt/vỉa hè,"Ki Ốt 8 Cầu Đơ (Gần Ngã Tư Nhà Thi Đấu Hà Đông), P. Quang Trung, Quận Hà Đông, Hà Nội",4,"Chè, Ăn vặt - Ăn nhẹ, Nem, Cá/bò viên", 09:00 - 22:00,0,0,0,chè ăn vặt ăn nhẹ nem cá bò viên matcha trộn caramen matcha rau câu sữa dừa caramen rau câu lá nếp caramel rau câu chanh leo caramen rau câu trà xanh caramen rau câu trà xanh mix rau câu matcha caramel chè sầu ngọc thạch dừa non thạch lá nếp chè thốt nốt caramel dừa non caramel,15000,30000,22500.0,"11. Matcha Trộn Caramen Matcha-24,000|7. Rau Câu Sữa Dừa Caramen-24,000|10. Rau Câu Lá Nếp Caramel-24,000|8. Rau Câu Chanh Leo Caramen-24,000|9. Rau Câu Trà Xanh Caramen-24,000|Rau Câu Trà Xanh Mix Rau câu matcha caramel-32,000|23. Chè sầu Ngọc Thạch-35,000|32. Dừa non thạch lá nếp-28,000|37. Chè thốt nốt caramel-35,000|33. Dừa non caramel-33,000", 09:00 - 22:00,,09:00:00,22:00:00,09:00:00,
Cô Út - Phở Bò,25000 - 30000,9.0,Quán ăn,"102B C9 Quỳnh Mai, P. Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",2,"Phở, Bún, Thịt Bò, Món nước", 06:00 - 11:00,0,0,0,phở bún thịt bò món nước phở tái chín phở tái lăn phở tái gầu phở sốt vang phở tái phở lăn gầu phở đuôi bò phở cuống tim,25000,30000,27500.0,"Phở Tái Chín-30,000|Phở Tái Lăn-35,000|Phở Tái Gầu-35,000|Phở Sốt Vang-35,000|Phở Tái-30,000|Phở Lăn Gầu-35,000|Phở Đuôi Bò-30,000|Phở Cuống Tim-35,000", 06:00 - 11:00,,06:00:00,11:00:00,06:00:00,
DWOK - Ẩm Thực Singapore,22000 - 300000,7.8,Nhà hàng,"11B CT5 KĐT Mỹ Đình - Mễ Trì, Quận Nam Từ Liêm, Hà Nội",45,"Cháo, Salad, Halal", 11:00 - 22:30,1,0,1,cháo salad halal súp thanh cua và nấm kim châm cánh gà chiên tỏi đậu phụ đĩa nóng với thịt heo băm và tôm phồng tôm súp hải sản chua cay canh ngao nấu chua rau dền trứng bắc thảo trứng muối trứng gà rau chân vịt nấu loại trứng súp cua rau dền rau muống xào sambai,22000,300000,161000.0,"Súp Thanh Cua Và nấm Kim Châm-50,000|Cánh Gà Chiên Tỏi-65,000|Đậu Phụ Đĩa Nóng Với Thịt Heo Băm Và Tôm-120,000|Phồng Tôm-30,000|Súp Hải Sản Chua Cay-50,000|Canh Ngao Nấu Chua-100,000|Rau Dền Trứng Bắc Thảo, Trứng Muối, Trứng Gà-110,000|Rau Chân Vịt Nấu 3 Loại Trứng-150,000|Súp Cua Rau Dền-50,000|Rau Muống Xào Sambai-90,000", 11:00 - 22:30,,11:00:00,22:30:00,11:00:00,
Quán Nem - Nem Cua Biển & Bún Chả - Giảng Võ,75000 - 150000,6.1,Quán ăn,"106K1 Giảng Võ, Quận Đống Đa, Hà Nội",24,"Bún, Món nước, Chả giò, Ăn vặt - Ăn nhẹ", 09:30 - 21:30,1,0,1,bún món nước chả giò ăn vặt ăn nhẹ bún chả quán nem gồm bún tươi nem cua biển chưa gồm bún tươi bún tươi bát đũa dùng tại văn phòng miễn phí số lượng người ăn chả viên chả lát nem cua biển không gồm bún rau và nước mắm kéo cắt nem bán giá gốc tàu hũ lạnh dừa trái,75000,150000,112500.0,"Bún Chả Quán Nem (gồm bún tươi)-88,000|Nem Cua Biển (chưa gồm bún tươi)-88,000|Bún Tươi-6,000|Bát đũa dùng tại văn phòng MIỄN PHÍ (số lượng người ăn)-1|Chả (viên)-88,000|Chả (lát)-88,000|Nem Cua Biển (không gồm bún, rau và nước mắm)-88,000|Kéo cắt nem (bán giá gốc)-7,000|Tàu Hũ Lạnh-29,000|Dừa Trái-35,000", 09:30 - 21:30,,09:30:00,21:30:00,09:30:00,
Trà Sữa Gong Cha - 貢茶 - Hoàng Đạo Thúy,30000 - 70000,7.2,Café/Dessert,"Tầng 1, 34T Hoàng Đạo Thúy, P. Trung Hòa, Quận Cầu Giấy, Hà Nội",129,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:30 - 21:30,1,0,1,trà sinh tố nước ép thức uống trà sữa sữa trà sữa trân châu hoàng kim trà sữa dolce trân châu hoàng kim mint chocolate milk tea mint chocolate smOthie mint cOkie smOthie trà alisan kem sữa trà xanh kem sữa trà Olong kem sữa trà đen kem sữa trà alisan,30000,70000,50000.0,"Trà sữa Trân châu hoàng kim -61,000|Trà sữa Dolce trân châu hoàng kim-61,000|Mint Chocolate Milk Tea-62,000|Mint Chocolate Smoothie-70,000|Mint Cookie Smoothie-70,000|Trà Alisan Kem Sữa-59,000|Trà Xanh Kem Sữa-55,000|Trà Oolong Kem Sữa-59,000|Trà Đen Kem Sữa-55,000|Trà Alisan-48,000", 09:30 - 21:30,,09:30:00,21:30:00,09:30:00,
Bún Ngon - Triệu Việt Vương,25000 - 50000,6.4,Quán ăn,"149 Triệu Việt Vương, Quận Hai Bà Trưng, Hà Nội",11,"Bún, Món nước", 08:00 - 14:00,0,0,0,bún món nước bún đầy đủ bún riêu bò đậu bún đầy đủ thịt bò lõi bún riêu bò giò bún đầy đủ ốc to thịt bò lõi bún riêu bò đậu thịt lõi bún đầy đủ ốc to bún riêu bắp đậu bún riêu ốc đậu bún riêu ốc bò ốc to,25000,50000,37500.0,"Bún Đầy Đủ-55,000|Bún Riêu Bò Đậu-45,000|Bún Đầy Đủ (Thịt Bò Lõi)-75,000|Bún Riêu Bò Giò-45,000|Bún Đầy Đủ (Ốc To, Thịt Bò Lõi)-85,000|Bún Riêu Bò Đậu (Thịt Lõi)-75,000|Bún Đầy Đủ (Ốc To)-65,000|Bún Riêu Bắp Đậu-55,000|Bún Riêu Ốc Đậu-40,000|Bún Riêu Ốc Bò (Ốc To)-55,000", 08:00 - 14:00,,08:00:00,14:00:00,08:00:00,
Cuốn N Roll Restaurant - Trần Thái Tông,100000 - 500000,8.3,Nhà hàng,"90 Trần Thái Tông, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",2,"Thịt Gà, Tôm, Heo quay, Bánh hỏi, Nấm, Thịt Bò, Bún, Thịt Heo, Chè, Hải sản, Gỏi vịt, Bò lá lốt, Mì, Lẩu, Cá, Thịt Vịt, Gỏi, Đặc sản vùng, Ăn vặt - Ăn nhẹ, Bánh xèo, Nem", 10:00 - 14:00 | 17:30 - 22:00,1,0,1,thịt gà tôm heo quay bánh hỏi nấm thịt bò bún thịt heo chè hải sản gỏi vịt bò lá lốt mì lẩu cá thịt vịt gỏi đặc sản vùng ăn vặt ăn nhẹ bánh xèo nem giỏ quà tết yêu thương set lẩu cá kèo người set lẩu chua cay người no nê cốt lẩu riêu cua cốt lẩu gà lá é cốt lẩu bò mỹ cốt lẩu chua cay cốt lẩu cá kèo cơm rang giòn giòn cuốn nem lụi,100000,500000,300000.0,"Giỏ Quà Tết Yêu Thương-458,000|Set Lẩu Cá Kèo 4 người-701,800|Set Lẩu Chua Cay 2-3 người no nê-591,800|Cốt Lẩu Riêu Cua-108,000|Cốt Lẩu Gà Lá É-108,000|Cốt Lẩu Bò Mỹ-98,000|Cốt Lẩu Chua Cay-108,000|Cốt Lẩu Cá Kèo-108,000|Cơm Rang Giòn Giòn-85,800|Cuốn Nem Lụi-151,800", 10:00 - 14:00 , 17:30 - 22:00,10:00:00,14:00:00,10:00:00,22:00:00
Bếp Mẹ Su - Phở Tíu - Shop Online,3000 - 35000,9.9,Shop Online,"4 Ngách 47 Ngõ 111 Lâm Hạ, P. Bồ Đề, Quận Long Biên, Hà Nội",2,"Phở, Món nước, Ăn vặt - Ăn nhẹ", 00:01 - 23:59,0,0,0,phở món nước ăn vặt ăn nhẹ phở tíu lớn mỳ indomie thập cẩm đặc biệt mì indomie thập cẩm mỳ indomie rau củ mỳ indo xúc xích mỳ indo thịt xá xíu dồi sụn non cái combo xúc xích rán nem chua trần công châu combo xiên chiên,3000,35000,19000.0,"Phở Tíu Lớn-37,500|Mỳ Indomie Thập Cẩm Đặc Biệt-37,500|Mì Indomie Thập Cẩm-32,250|Mỳ Indomie Rau Củ-19,500|Mỳ Indo Xúc Xích-26,250|Mỳ Indo Thịt Xá Xíu-37,500|Dồi sụn non (5 cái)-52,500|Combo 2 Xúc Xích Rán -30,000|10 nem chua Trần Công Châu-67,500|Combo 12 Xiên Chiên-150,000", 00:01 - 23:59,,00:01:00,23:59:00,00:01:00,
Chường Cảnh - Bún Bò Huế,30000 - 50000,5.4,Quán ăn,"502 Nguyễn Văn Cừ, P. Gia Thụy, Quận Long Biên, Hà Nội",5,"Bún, Lẩu", 06:30 - 22:30,0,0,0,bún lẩu bún bò huế đầy đủ bún bò huế kquẩy cái bún bò đặc biệt bún bò huế đầy đủ k quẩy bún nạm chín bún bò tái bún bắp bò bún nạm gân bún chân giò mỳ tôm bò,30000,50000,40000.0,"Bún bò Huế đầy đủ-53,000|Bún bò Huế +5kquẩy(2cái)-58,000|Bún bò đặc biệt-85,000|Bún bò Huế đầy đủ +10k quẩy-65,000|Bún nạm chín-53,000|Bún bò tái-58,000|Bún bắp bò-64,000|Bún nạm gân-58,000|Bún chân giò-53,000|Mỳ tôm bò-53,000", 06:30 - 22:30,,06:30:00,22:30:00,06:30:00,
Bánh Mì Đĩa - Ngọc Lâm,7000 - 80000,9.8,"Café/Dessert, Quán ăn","222 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Bánh mì, Bánh - Kẹo", 06:30 - 17:00,0,0,0,bánh mì bánh kẹo bánh mì chảo sốt trung hoa đĩa đầy đủ không sốt bánh mì tuổi thơ sữa đậu nành chai bánh mỳ que tầu phớ bánh mì que lớn pate cay bánh mì que lớn đặc biệt bánh mì que lớn pate ruốc cay combo bánh mì que pate cay bánh mì que lớn xúc xích đức bánh mì tuổi thơ,7000,80000,43500.0,"Bánh Mì Chảo - Sốt Trung Hoa-45,000|Đĩa Đầy Đủ (Không sốt)-39,000|Bánh Mì Tuổi Thơ & Sữa Đậu Nành - Chai-45,000|02 Bánh Mỳ Que & Tầu Phớ-39,000|Bánh Mì Que Lớn - Pate Cay-12,000|Bánh Mì Que Lớn - Đặc Biệt -17,000|Bánh Mì Que Lớn - Pate Ruốc Cay-14,500|Combo 6 Bánh Mì Que Pate Cay-66,000|Bánh Mì Que Lớn- Xúc Xích Đức -14,500|Bánh Mì Tuổi Thơ-28,000", 06:30 - 17:00,,06:30:00,17:00:00,06:30:00,
Diệu Âm Quán - Ngọc Lâm,25000 - 50000,8.0,Quán ăn,"696 Ngọc Lâm, P. Gia Thuỵ, Quận Long Biên, Hà Nội",1,"Bún, Mì, Lẩu, Miến, Bánh - Kẹo, Món chay, Ăn vặt - Ăn nhẹ, Cơm, Nem", 08:00 - 21:00,0,0,1,bún mì lẩu miến bánh kẹo món chay ăn vặt ăn nhẹ cơm nem gỏi cuốn diệu âm bánh bao bánh đúc chấm tương bánh chưng chay loại lớn bún riêu chay miến trộn bún nem chả bún thịt nướng chay bún nem cơm gạo lứt tùy duyên xuất nhỏ,25000,50000,37500.0,"Gỏi Cuốn Diệu Âm-8,000|Bánh Bao-12,000|Bánh đúc chấm tương-20,000|Bánh chưng chay loại lớn-65,000|Bún Riêu Chay-38,000|Miến Trộn-45,000|Bún nem chả-45,000|Bún thịt nướng chay-40,000|Bún Nem-45,000|Cơm Gạo Lứt Tùy Duyên Xuất Nhỏ-35,000", 08:00 - 21:00,,08:00:00,21:00:00,08:00:00,
Trà Sữa Tiger Sugar Delivery - Đường Nâu Sữa Đài Loan - Ngọc Lâm,29000 - 66000,6.4,Café/Dessert,"124 Ngọc Lâm, Quận Long Biên, Hà Nội",3,"Trà, Thức uống, Trà sữa, Sữa", 09:30 - 23:00,1,0,1,trà thức uống trà sữa sữa lilac tiger m đường nâu trân châu sữa m đường nâu matcha sữa m đường nâu cacao sữa m đường nâu olOng sữa m đường nâu trà đen sữa m trà sữa mắt biếc m đường nâu kem chEse m đường nâu caPuCino size m đường nâu maChiato m,29000,66000,47500.0,"LILAC TIGER (M)-31,350|Đường Nâu Trân Châu Sữa (M)-28,050|Đường Nâu Matcha Sữa (M)-29,700|Đường Nâu CaCao Sữa (M)-29,700|Đường Nâu Oloong Sữa (M)-29,700|Đường Nâu Trà Đen Sữa (M)-29,700|Trà Sữa Mắt Biếc (M)-33,550|Đường Nâu Kem Cheese (M)-31,350|Đường Nâu Cappuccino (Size M)-31,350|Đường Nâu Macchiato (M)-31,350", 09:30 - 23:00,,09:30:00,23:00:00,09:30:00,
Bún Riêu Gốc Đa,20000 - 50000,9.6,Quán ăn,"117 Ngọc Lâm, P. Long Biên, Quận Long Biên, Hà Nội",1,"Món nước, Cơm", 06:00 - 14:00 | 16:00 - 22:00,0,0,0,món nước cơm bún riêu bò giò bún riêu cua bò bún riêu cua thập cẩm bún riêu cua đậu bún riêu cua giò bánh đa cua bò giò bún riêu cua ốc nhỏ bún riêu sườn sụn giò tai bánh đa cá bánh đa cua bò,20000,50000,35000.0,"Bún Riêu Bò Giò-40,000|Bún Riêu Cua Bò-35,000|Bún Riêu Cua Thập Cẩm-55,000|Bún Riêu Cua Đậu-25,000|Bún Riêu Cua Giò-30,000|Bánh Đa Cua Bò Giò-40,000|Bún riêu cua ốc nhỏ-35,000|Bún riêu sườn sụn giò tai-40,000|Bánh đa cá-35,000|Bánh Đa Cua Bò-35,000", 06:00 - 14:00 , 16:00 - 22:00,06:00:00,14:00:00,06:00:00,22:00:00
Tiệm Trà Chanh Tony,15000 - 48000,7.4,Café/Dessert,"43 Long Biên 1, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Trà, Sinh tố - Nước ép, Thức uống, Trà sữa, Sữa", 09:00 - 22:30,0,0,0,trà sinh tố nước ép thức uống trà sữa sữa trà chanh truyền thống trà quất nha đam trà chanh đào trà quất trà đào cam sả trà chanh sả trà con cá nhỏ trà vải trà gừng nóng trà sữa chân châu hoàng gia,15000,48000,31500.0,"Trà chanh truyền thống-20,000|Trà quất nha đam-24,000|Trà chanh đào-24,000|Trà quất-20,000|Trà đào cam sả-35,000|Trà chanh sả-20,000|Trà con cá nhỏ-25,000|Trà vải-30,000|Trà gừng nóng-28,000|Trà sữa chân châu hoàng gia-30,000", 09:00 - 22:30,,09:00:00,22:30:00,09:00:00,
Santori - Đồ ăn Hàn Quốc,30000 - 50000,6.8,Quán ăn,"11 Phố Long Biên 2, P. Ngọc Lâm, Quận Long Biên, Hà Nội",9,"Gà rán, Cơm Chiên, Cơm, Fastfood - Thức ăn nhanh", 09:00 - 22:00,1,0,1,gà rán cơm chiên cơm fastfOd thức ăn nhanh kimchi thêm kimchi kg mỳ cay thập cẩm mỳ bò cay mỳ cay hải sản cơm gà nướng sốt cay ngọt cơm sườn heo nướng ba chỉ heo nướng sườn phômai sườn nướng,30000,50000,40000.0,"Kimchi thêm-10,000|Kimchi 0,5kg-40,000|Mỳ cay thập cẩm-50,000|Mỳ Bò cay-50,000|Mỳ cay Hải sản-55,000|Cơm gà nướng sốt cay ngọt-55,000|Cơm sườn heo nướng-60,000|Ba chỉ heo nướng-105,000|Sườn phômai-185,000|Sườn nướng-160,000", 09:00 - 22:00,,09:00:00,22:00:00,09:00:00,
Tuấn Hà - Bún Đậu Mẹt,20000 - 35000,9.0,Quán ăn,"293 Ngọc Lâm, P. Ngọc Lâm, Quận Long Biên, Hà Nội",2,"Bún, Món nước, Lẩu", 10:30 - 14:30,1,0,1,bún món nước lẩu bún đậu truyền thống bún đậu đầy đủ không nem bún đậu chả cốm bún đậu nõn đuôi nhà làm đậu chiên chả cốm chiên thịt nhà quay bún lòng luộc siêu sạch,20000,35000,27500.0,"Bún Đậu Truyền Thống-53,000|Bún Đậu Đầy Đủ Không Nem-67,000|Bún Đậu Chả Cốm-37,000|Bún Đậu-30,000|Nõn Đuôi Nhà Làm-26,000|Đậu Chiên-9,000|Chả Cốm Chiên-15,000|Thịt Nhà Quay-26,000|Bún-9,000|Lòng Luộc Siêu Sạch-26,000", 10:30 - 14:30,,10:30:00,14:30:00,10:30:00,
Sữa Chua Trân Châu Madam Lập,10000 - 50000,8.0,Café/Dessert,"146 Ngô Gia Tự, Quận Long Biên, Hà Nội",1,"Café - Kem, Ăn vặt - Ăn nhẹ", 09:00 - 22:30,0,0,0,café kem ăn vặt ăn nhẹ mực xoắn chiên x tôm hình surimi chiên x nem chua rán x viên surimi trứng cá chiên x hồ lô chiên x đậu hũ pho mai chiên x cá viên chiên x xúc xích chiên x tôm viên chiên x nem chua rán x tương ớt,10000,50000,30000.0,"Mực Xoắn Chiên X1-3,000|Tôm Hình Surimi Chiên x1-3,000|Nem Chua Rán x1-7,000|Viên Surimi Trứng Cá Chiên x1-3,000|Hồ Lô Chiên x1-3,000|Đậu Hũ Pho Mai Chiên x1-9,000|Cá Viên Chiên x6-9,000|Xúc Xích Chiên x1-10,000|Tôm Viên Chiên x6-9,000|Nem Chua Rán x10 + Tương Ớt-60,000", 09:00 - 22:30,,09:00:00,22:30:00,09:00:00,
"HN - Bún Bò Huế, Phở, Cơm Mì Xào - Đức Giang",12000 - 60000,10.0,Ăn vặt/vỉa hè,"23 Đức Giang, P. Long Biên, Quận Long Biên, Hà Nội",1,"Phở, Bún, Cơm", 07:30 - 23:30,0,0,0,phở bún cơm cơm rang thập cẩm cơm rang dưa xào bò phở xào bò quẩy phở bò tái chín phở bò tái mỳ xào cải bò cốc canh cơm rang cơm rang bò xào cải phở bò chín,12000,60000,36000.0,"Cơm Rang Thập Cẩm-38,000|Cơm Rang Dưa Xào Bò-52,250|Phở Xào Bò-57,000|Quẩy-9,500|Phở Bò Tái Chín-47,500|Phở Bò Tái-47,500|Mỳ Xào Cải Bò-57,000|Cốc canh cơm rang-1,900|Cơm Rang Bò Xào Cải-52,250|Phở Bò Chín-47,500", 07:30 - 23:30,,07:30:00,23:30:00,07:30:00,
Phở Lý Quốc Sư - Nguyễn Sơn,50000 - 200000,8.0,Quán ăn,"28 Nguyễn Sơn, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Phở, Bún, Thịt Bò, Món nước, Mì, Cơm", 07:00 - 22:00,0,0,1,phở bún thịt bò món nước mì cơm phở lõi đặc biệt phở tái bắp bát đặc biệt phở chín phở tái chín phở tái phở bắp hoa phở tái gầu phở bắp gầu phở gầu,50000,200000,125000.0,"Phở Lõi Đặc Biệt-110,000|Phở Tái Bắp-77,000|Bát Đặc Biệt-110,000|Phở Chín-50,000|Phở Tái Chín-50,000|Phở Tái-50,000|Phở Bắp Hoa-70,000|Phở Tái Gầu-55,000|Phở Bắp Gầu-70,000|Phở Gầu-55,000", 07:00 - 22:00,,07:00:00,22:00:00,07:00:00,
Paris Gâteaux - Bánh Ngọt & Trà Sữa - Nguyễn Sơn,15000 - 275000,4.2,Tiệm bánh,"45 Nguyễn Sơn, P. Ngọc Lâm, Quận Long Biên, Hà Nội",1,"Bánh mì, Bánh sinh nhật/Bánh kem, Sushi & Sashimi, Bánh - Kẹo, Café - Kem, Sinh tố - Nước ép, Ăn vặt - Ăn nhẹ, Thức uống, Halal", 08:00 - 22:00,0,0,1,bánh mì bánh sinh nhật bánh kem sushi sashimi bánh kẹo café kem sinh tố nước ép ăn vặt ăn nhẹ thức uống halal sd hồng trà srilanka sd hồng trà hoa hồng đào sd trà olong đài loan sd trà bạc hà nhài sd trà xanh nhài hồng quế sd trà xanh nhài d caramel machiato must try hot C ice C d coFE laTe hot C ice C d caPuCino hot C ice C d americano hot C ice C,15000,275000,145000.0,"SD17 - Hồng trà Srilanka-180,000|SD18 - Hồng trà hoa hồng đào-180,000|SD36 - Trà Olong Đài Loan-180,000|SD12 - Trà Bạc hà nhài-180,000|SD16 - Trà xanh nhài hồng quế-180,000|SD34 - Trà xanh nhài-180,000|D05 - Caramel Machiato - Must try (Hot 360cc/Ice 500cc)-75,000|D03 - Coffee Latte (Hot 360cc/Ice 500cc)-65,000|D04 - Cappuccino (Hot 360cc/Ice 500cc)-65,000|D02 - Americano (Hot 500cc/Ice 700cc)-49,000", 08:00 - 22:00,,08:00:00,22:00:00,08:00:00,
Phương Loan - Bánh Cuốn Nóng,50000 - 110000,6.3,Quán ăn,"639 Nguyễn Văn Cừ, P. Gia Thụy, Quận Long Biên, Hà Nội",9,"Bánh ướt, Bánh - Kẹo, Bánh cuốn, Ăn vặt - Ăn nhẹ", 07:00 - 23:00,0,0,0,bánh ướt bánh kẹo bánh cuốn ăn vặt ăn nhẹ bánh cuốn nhân chả ruốc thịt lợn bánh cuốn nhân chả ruốc tôm trứng ốp bánh có nhân quả trứng ốp bánh không nhân quả món chả bánh cuốn nhân ruốc thịt bánh cuốn nhân ruốc tôm bánh cuốn không nhân chả ruốc thịt hành đĩa nhỏ bánh cuốn không nhân chả ruốc tôm,50000,110000,80000.0,"Bánh Cuốn Nhân + Chả + Ruốc Thịt Lợn-48,000|Bánh Cuốn Nhân + Chả + Ruốc Tôm-58,000|Trứng Ốp Bánh Có Nhân(1 Quả)-23,000|Trứng Ốp Bánh Không  Nhân (1 Quả )-16,000|Món Chả-7,000|Bánh Cuốn Nhân + Ruốc Thịt-35,000|Bánh Cuốn Nhân + Ruốc Tôm-47,000|Bánh Cuốn Không Nhân + Chả + Ruốc Thịt-37,000|Hành Đĩa Nhỏ-22,000|Bánh Cuốn Không Nhân + Chả + Ruốc Tôm-47,000", 07:00 - 23:00,,07:00:00,23:00:00,07:00:00,
Pizza House,25000 - 100000,7.4,Quán ăn,"Kiot 16, Ngõ 560 Nguyễn Văn Cừ, P. Gia Thuỵ, Quận Long Biên, Hà Nội",9,"Pizza & Pasta, Ăn vặt - Ăn nhẹ, Fastfood - Thức ăn nhanh", 09:00 - 21:00,0,0,0,piZa pasta ăn vặt ăn nhẹ fastfOd thức ăn nhanh combo combo piZa combo piZa piZa chilibEf piZa bEf Bq piZa hawaIan salami piZa prociTo margarita diavona,25000,100000,62500.0,"Combo 5-185,000|Combo 2 ( 2 pizza )-250,000|Combo 190( 2 pizza )-230,000|Pizza Chilibeef-120,000|Pizza Beef BBQ-120,000|Pizza Hawaiian-120,000|Salami-120,000|Pizza Procitto-120,000|Margarita-120,000|Diavona-70,000", 09:00 - 21:00,,09:00:00,21:00:00,09:00:00,
"Cô Phương Béo - Bánh Mì Chảo, Bánh Mì Sốt Vang",10000 - 60000,7.0,"Ăn vặt/vỉa hè, Quán ăn","164 Ngọc Lâm, Quận Long Biên, Hà Nội",8,"Bánh mì, Bánh tráng, Bánh - Kẹo, Ăn vặt - Ăn nhẹ, Nem, Xúc xích", 10:00 - 22:30,0,0,0,bánh mì bánh tráng bánh kẹo ăn vặt ăn nhẹ nem xúc xích bánh mì chảo đầy đủ bánh mì sốt vang bánh mì chảo nhỏ bánh mỳ thêm sữa đậu nành trà đào nước sấu bánh tráng trộn bánh tráng cuốn khoai tây chiên bơ,10000,60000,35000.0,"Bánh Mì Chảo Đầy Đủ-50,000|Bánh Mì Sốt Vang-50,000|Bánh Mì Chảo Nhỏ-40,000|Bánh Mỳ Thêm -4,000|Sữa đậu nành-12,000|Trà đào-12,000|Nước sấu-12,000|Bánh Tráng Trộn-25,000|Bánh Tráng Cuốn-25,000|Khoai tây chiên bơ-25,000", 10:00 - 22:30,,10:00:00,22:30:00,10:00:00,
Trà Sữa Feeling Tea - Ngọc Lâm,15000 - 69000,6.8,Café/Dessert,"162 Ngọc Lâm, Quận Long Biên, Hà Nội",16,"Sinh tố - Nước ép, Thức uống, Trà sữa", 08:00 - 22:00,1,0,0,sinh tố nước ép thức uống trà sữa combo xmas combo sandwich trứng trà xanh nhài sữa combo sandwich trứng trà sữa cOkie combo sandwich trứng trà hồng sữa combo sandwich trứng trà xanh nhài kem mặn combo sandwich trứng trà xanh nhài trà olong xuân laTe m olong xuân matcha laTe m trà olong xuân l olong xuân matcha laTe l,15000,69000,42000.0,"Combo Xmas -151,000|COMBO 1: Sandwich Trứng & Trà Xanh Nhài Sữa-43,000|COMBO 4: Sandwich Trứng & Trà Sữa Cookie-49,000|COMBO 2: Sandwich Trứng & Trà Hồng Sữa-43,000|COMBO 3: Sandwich Trứng & Trà Xanh Nhài Kem Mặn-50,000|COMBO 5: Sandwich Trứng & Trà Xanh Nhài-39,000|Trà olong xuân latte M-30,000|Olong xuân matcha latte M-49,000|Trà olong xuân L-26,000|Olong xuân matcha latte L-54,000", 08:00 - 22:00,,08:00:00,22:00:00,08:00:00,
